nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT05575804,GQ1001 Combined With Pyrotinib for Treatment With HER2 Positive Metastatic Breast Cancer,"

1. Ability to understand and the willingness to provide written informed consent.
2. Men or women aged 18-75.
3. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
4. Life expectancy greater than 3 months.
5. Left ventricular ejection fraction (LVEF) ≥50%.
6. Histopathological and/or cytological confirmed Her2-positive locally advanced or metastatic breast cancer (IHC3+, or IHC2+ and ISH+)
7. Failure for at least 1 line of standard systemic treatment for metastatic disease. Meet one of the following conditions:

1) Recurrent within 12 months after completing or during neoadjuvant/ adjuvant therapy (the regimens contain trastuzumab or its biosimilar with pertuzumab or not).

2) Received at least one treatment with trastuzumab or its biosimilar ±pertuzumab (monotherapy or in combination with other drugs) for recurrent or metastatic disease.

8. Previous exposure to taxanes. 9. Having at least one measurable lesion according to RECIST 1.1 . 10. Having sufficient bone marrow, liver and kidney functions: white blood cell count≥ 3×109/L; Absolute neutrophil count ≥ 1.5×109/L; Platelet count ≥ 100×109/L; Hemoglobin ≥ 9.0 g/dL with no blood transfusion in the past 28 days; Total bilirubin ≤ 1.5 x the upper limit of normal (ULN); AST and ALT ≤ 3.0 x ULN (or ≤ 5.0 x ULN in the presence of liver metastases); Serum creatinine ≤1.5 x ULN; Coagulation function (prothrombin time and activated partial thromboplastin time ≤1.5 x ULN); 11. Adequate wash-out periods: Major surgery ≥4 weeks; radiotherapy ≥4 weeks; targeted therapy or chemotherapy≥4 weeks; endocrine therapy≥2 weeks; targeted therapy and endocrine therapy≥2 weeks; mAbs and immunotherapy ≥4 weeks; Any investigational agents≥4 weeks; potent CYP3A4 inhibitor≥3\*t1/2 weeks.

12. Female subjects must meet the following conditions: infertility or fertility and use high-efficiency contraceptive measures during the study and for 6 months following the last dose of the study drug infusion.

","[""Are you able to understand and willing to provide written informed consent?"", ""What is your age?"", ""Is your Eastern Cooperative Oncology Group (ECOG) performance status 0 or 1?"", ""Do you have a life expectancy greater than 3 months?"", ""What is your left ventricular ejection fraction (LVEF)?"", ""Is your breast cancer Her2-positive and either locally advanced or metastatic?"", ""Have you failed at least 1 line of standard systemic treatment for metastatic disease?"", ""Did you experience recurrence within 12 months after completing or during neoadjuvant/adjuvant therapy?"", ""Have you received at least one treatment with trastuzumab or its biosimilar with or without pertuzumab?"", ""Have you been previously exposed to taxanes?"", ""Do you have at least one measurable lesion according to RECIST 1.1?"", ""Are your bone marrow, liver, and kidney functions sufficient? (Please provide values for white blood cell count, absolute neutrophil count, platelet count, hemoglobin, total bilirubin, AST, ALT, serum creatinine, and coagulation function)"", ""Have you had major surgery, radiotherapy, targeted therapy or chemotherapy, endocrine therapy, targeted therapy and endocrine therapy, mAbs and immunotherapy, or any investigational agents within the past 4 weeks?"", ""If you are a female subject, are you infertile or using high-efficiency contraceptive measures?"", ""For female subjects, for how many weeks following the last dose of the study drug infusion will you continue using contraceptive measures?""]"
NCT05948072,Cetuximab+mFOLFOX6 VS. mFOLFOX6 Alone in RAS/BRAF Wild Type Patients With High-Risk Resectable CRLM,"

1. Histological proof of colorectal adenocarcinoma;
2. Age ≥ 18 years and ≤75 years;
3. RAS wild type；
4. CRS≥3；
5. Simultaneous liver-limited metastases;
6. At least one measurable liver metastases;
7. World Health Organization (WHO) performance status 0-1;
8. Life expectancy ≥ 3 months;
9. Adequate hematologic function: absolute neutrophil count (ANC)≥1.5×109/l, platelets≥100×109/l, and hemoglobin(HB) ≥ 9g/dl;
10. Adequate liver and renal function: total bilirubin ≤2.0 mg/dl, serum transaminases ≤ 5x upper limit of normal(ULN), and serum creatinine ≤ 1.5x ULN and creatinine clearance ≥ 30 ml/min;
11. Written informed consent.

","[""Have you been histologically diagnosed with colorectal adenocarcinoma?"", ""What is your age?"", ""Is your RAS status wild type?"", ""What is your CRS score?"", ""Do you have liver-limited metastases?"", ""Do you have at least one measurable liver metastasis?"", ""What is your World Health Organization (WHO) performance status?"", ""Is your life expectancy at least 3 months?"", ""What is your absolute neutrophil count (ANC)?"", ""What is your platelet count?"", ""What is your hemoglobin (HB) level?"", ""Is your total bilirubin within the normal range (\u22642.0 mg/dl)?"", ""Are your serum transaminases within the normal range (\u2264 5x ULN)?"", ""Is your serum creatinine within the normal range (\u2264 1.5x ULN)?"", ""What is your creatinine clearance?"", ""Have you provided written informed consent?""]"
NCT05161572,Perioperative Chemoimmunotherapy With/Without Preoperative Chemoradiation for Locally Advanced Gastric Cancer,"

1. Histopathologically confirmed gastric adenocarcinoma (G) or gastroesophageal junction adenocarcinoma (GEJ, excluding Siewert type I).
2. The clinical stage of the enrolled patients was cT3-4aN+M0 or cT4bNanyM0. Patients with a CY1 status but no other distant metastasis were allowed for patient recruitment. The clinical stage of CY1 patients is cT3-4aN+M1 (CY1 only) or cT4bNanyM1 (CY1 only) (the 8th AJCC staging system of GC).
3. The tumor was considered to be potentially resectable, which was verified by a multidisciplinary team including a surgical investigator.
4. At least one evaluable lesion on abdominal CT/MRI according to the RESIST 1.1 protocol is required.
5. An ECOG (Eastern Cooperative Oncology Group) performance status of 0-1.
6. The patient's physical state and organ function can tolerate the planned treatment of the study protocol, including perioperative chemotherapy with the SOX regimen and immunotherapy with PD-1 monoclonal antibody, preoperative concurrent chemoradiotherapy (45 Gy/25 fractions/S-1), and major abdominal surgery.
7. The baseline laboratory examinations of the patients met the following criteria:

   1. An adequate hematological function: an absolute neutrophil count (ANC) ≥ 1.5×109/L; a platelet count ≥ 100×109/L; a hemoglobin level ≥ 90 g/L.
   2. Adequate liver function: total bilirubin ≤ 1.5×upper limit of normal (ULN); AST/ALT \< 2.5×ULN; ALP ≤ 2.5×ULN; ALB ≥ 30 g/L.
   3. Adequate renal function: serum creatinine ≤ 1.5 × ULN; creatinine clearance rate ≥ 60 ml/min.
   4. Adequate coagulation function: INR/PT ≤ 1.5×ULN; APTT ≤ 1.5×ULN.
8. There was no serious concomitant disease, and the patient's life expectancy was more than 6 months.
9. Male or female. Age ≥ 18 years and ≤ 75 years.
10. Patients agreed to sign a written informed consent before recruitment.
11. Patients had good compliance with the study procedures, including laboratory examinations, auxiliary examinations and treatment.
12. The female patients should not be pregnant or breastfeeding.
13. The female patients agreed to take contraceptive measures during the treatment and within 120 days after the last dose of PD-1 mAb or 180 days after the last dose of chemotherapy or radiotherapy.

","[""Has your gastric adenocarcinoma or gastroesophageal junction adenocarcinoma been histopathologically confirmed?"", ""What is your clinical stage according to the 8th AJCC staging system for GC?"", ""Is your tumor considered potentially resectable by a multidisciplinary team?"", ""Do you have at least one evaluable lesion on abdominal CT/MRI?"", ""What is your ECOG performance status?"", ""Can your physical state and organ function tolerate the planned treatment?"", ""Do your baseline laboratory examinations meet the following criteria for adequate hematological function?"", ""Please provide your ANC level (absolute neutrophil count)."", ""Please provide your platelet count."", ""Please provide your hemoglobin level."", ""Do your laboratory examinations meet the criteria for adequate liver function?"", ""Do you have any serious concomitant disease?"", ""What is your age?"", ""Have you signed a written informed consent?"", ""Do you have good compliance with the study procedures?"", ""Are you a pregnant or breastfeeding female?"", ""Have you agreed to take contraceptive measures during treatment and the specified period thereafter?""]"
NCT04582968,Pyrotinib Combined With Brain Radiotherapy in Breast Cancer Patients With Brain Metastases,"

1. Pathologically confirmed HER2 positive advanced breast cancer
2. Age\>18 years. brain metastases confirmed by enhanced brain MRI
3. KPS≥70
4. Life expectancy of more than 12 weeks
5. Prior therapy of oral dexamethasone not exceeding 16mg/d
6. Time interval from prior therapy was more than 2 weeks, and evaluation of adverse events is no more than grade 1.
7. Maximum diameter of intracranial metastases is less than 3cm measured by enhanced brain MRI(2-3mm)
8. Prior endocrine therapy were allowed
9. Anti-Her2 targeted treatment were allowed
10. Screening laboratory values must meet the following criteria( and should be obtained within 28 days prior to registration):

    1. Absolute Neutrophil Count (ANC) ≥ 1.5 x 109/L, Platelets≥ 90 x 109/L, Hemoglobin ≥ 90 g/L
    2. Aspartate aminotransferase/alanine aminotransferase (AST/ALT) ≤2.5 x ULN without liver metastasis,≤ 5 x ULN with liver metastases
    3. Serum BUN and creatinine ≤ 1.5 x Upper Limit of Normal (ULN)
    4. LVEF ≥ 50%
    5. QTcF \< 480 ms
    6. INR≤1.5×ULN，APTT≤1.5×ULN
11. Signed the informed consent form prior to patient entry

","[""Has your advanced breast cancer been confirmed as HER2 positive pathologically?"", ""Are you older than 18 years of age?"", ""Has brain metastases been confirmed by enhanced brain MRI?"", ""What is your Karnofsky Performance Status (KPS) score?"", ""Do you have a life expectancy of more than 12 weeks?"", ""Have you received prior therapy with oral dexamethasone exceeding 16mg per day?"", ""How long ago was your last therapy, and were the adverse events evaluated no more than grade 1?"", ""What is the maximum diameter of your intracranial metastases as measured by enhanced brain MRI?"", ""Have you undergone prior endocrine therapy?"", ""Have you received anti-Her2 targeted treatment?"", ""Do your screening laboratory values meet the following criteria?"", ""Please provide your Absolute Neutrophil Count (ANC):"", ""Please provide your Platelet count:"", ""Please provide your Hemoglobin level:"", ""Are your AST/ALT levels within the normal range for your condition?"", ""Are your Serum BUN and creatinine levels within the normal range?"", ""What is your Left Ventricular Ejection Fraction (LVEF) value?"", ""Is your QTcF interval less than 480 ms?"", ""Are your INR and APTT within the normal range?"", ""Have you signed the informed consent form prior to patient entry?""]"
NCT04782804,Adjuvant PD-1 Antibody in Combination With Capecitabine for Patients With ICC at High-Risk of Postoperative Recurrence,"

* Post R0 resection, pathologically confirmed intrahepatic cholangiocarcinoma.Patients were also pathologically confirmed to have any of the following high-risk factors (ie, positive resection margins, positive lymph nodes, positive perineural invasion, and intrahepatic cholangiocarcinoma \> 5cm in diameter;
* No history of any chemotherapy, radiotherapy, immunotherapy and interventional treatment prior to surgical resection;
* ECoG score 0-1 points;
* Liver function before medication child a, blood routine: WBC \> 2.5 \* 109 / L, PLT \> 60 \* 109 / L, coagulopathy: Pt prolonged \< 2S, ALT \< 150u / L;
* No heart, lung, or kidney function abnormalities were observed;
* No history of major bleeding disorders of the digestive tract;
* Signed informed consent;

","[""Have you undergone R0 resection for pathologically confirmed intrahepatic cholangiocarcinoma?"", ""Did your pathology report confirm any high-risk factors such as positive resection margins, positive lymph nodes, positive perineural invasion, or a tumor diameter larger than 5cm?"", ""Did you receive any chemotherapy, radiotherapy, immunotherapy, or interventional treatment before surgical resection?"", ""What is your ECoG score?"", ""Is your liver function within normal range (Child A) before medication?"", ""What are your blood routine values for WBC, PLT, and coagulopathy (Pt prolonged and ALT)?"", ""Have you been observed to have any abnormalities in heart, lung, or kidney function?"", ""Do you have a history of major bleeding disorders in the digestive tract?"", ""Have you signed the informed consent form?""]"
NCT05303844,Oncolytic Virotherapy Plus PD-1 Inhibitor for Patients With Refractory Malignant Ascites,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Pathologically diagnosed solid tumor malignancy.
* Malignant peritoneal ascites confirmed by peritoneal brush cytology.
* Failures from chemotherapy against malignant ascites.
* Cooperative Oncology Group-Status (ECOG Status) 0 or 1

","以下是针对您提供的入组标准生成的问题，以JSON格式表示：

```json
[
  {
    ""question"": ""Have you provided written informed consent for this study?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""What is your age at the time of study entry?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Have you been pathologically diagnosed with a solid tumor malignancy?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Has your malignant peritoneal ascites been confirmed by peritoneal brush cytology?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Have you experienced failures from chemotherapy against malignant ascites?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""What is your Cooperative Oncology Group-Status (ECOG Status)?"",
    ""type"": 1,
    ""option"": []
  },
  {
    ""question"": ""Is your ECOG Status 0 or 1?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  }
]
```

这些问题包含了判断题和填空题，旨在对患者的资格进行评估，以确定是否符合入组标准。"
NCT04517292,Eribulin Plus Cisplatin Versus Gemcitabine Plus Cisplatin in Triple Negative Breast Cancer (TNBC),"

1. Females with age between 18 and 70 years old
2. Histological proven unresectable recurrent or advanced breast cancer, including de novo stage IV disease.
3. Triple-negative for estrogen receptor (ER), progestogen receptor (PR), and human epithelial receptor-2 (HER2) by immunohistochemistry (ER \<1%, PR \<1% and Her2 negative). A negative Her2 gene amplification should be verified by FISH test for those patients with Her2 (2+). For those with Her2 (1+), FISH test might be considered by the investigator.
4. No prior chemotherapy for metastatic breast cancer is permitted. Prior administration of chemotherapy in the adjuvant/neoadjuvant setting is acceptable if completed 6 months before the enrollment.
5. At least one measurable disease according to the response evaluation criteria in solid tumor (RECIST 1.1)
6. Performance status no more than 1
7. All patients enrolled are required to have adequate hematologic, hepatic, and renal function
8. Life expectancy longer than 12 weeks
9. No serious medical history of heart, lung, liver and kidney
10. Be able to understand the study procedures and sign informed consent.
11. Patients with good compliance.

","[""Are you a female between the ages of 18 and 70?"", ""Have you been histologically diagnosed with unresectable recurrent or advanced breast cancer, including stage IV disease?"", ""Is your breast cancer triple-negative for ER, PR, and HER2?"", ""Have you ever received chemotherapy for metastatic breast cancer?"", ""If you have received chemotherapy, was it in the adjuvant/neoadjuvant setting and completed more than 6 months before enrollment?"", ""Do you have at least one measurable disease according to RECIST 1.1?"", ""Is your performance status no more than 1?"", ""Do you have adequate hematologic, hepatic, and renal function?"", ""Do you have a life expectancy longer than 12 weeks?"", ""Do you have a serious medical history of heart, lung, liver, or kidney?"", ""Are you able to understand the study procedures and sign informed consent?"", ""Please provide your age:"", ""Please specify your HER2 status (1+, 2+ or negative):""]"
NCT04608240,Surgical Pleth Index: Predicting the Optimal Timing for Tracheal Intubation During General Anesthesia,"

* American Society of Anesthesiology physical status (ASA) 1-2
* Patients aged 18-80 years undergoing non-emergency anesthesia

","以下是根据您提供的入组标准生成的英文问题：

```json
[
  {
    ""question"": ""What is your ASA physical status classification?"",
    ""type"": 1,
    ""option"": """"
  },
  {
    ""question"": ""Are you between the ages of 18 to 80 years old?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Will you be undergoing non-emergency anesthesia?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Please fill in your age: __________"",
    ""type"": 1,
    ""option"": []
  }
]
```

这些问题中，前两个是判断题，用来确认患者是否符合入组标准；第三个问题同样是判断题，以确保患者接受的是非紧急情况下的麻醉；第四个问题是填空题，用来收集患者的年龄信息。"
NCT05193292,Camrelizumab Combined With Trastuzumab and Chemotherapy in Patients With HER2-positive Advanced Colorectal Cancer,"

1. Subjects has voluntarily agreed to sign the informed consent and have good compliance and are willing to cooperate with follow-up.
2. Age 18 years or older, male or female.
3. Have a life expectancy of at least 3 months.
4. Histologically confirmed diagnosis of unresectable recurrent or metastatic HER2 positive colorectal cancer.
5. HER2 positivity defined as the colorectal cancer-specific HERACLES diagnostic criteria or NGS sequencing of tumor tissue/blood samples showed HER2 amplification.
6. Patients have not received systemic anti-cancer treatment in the past or had disease progression more than 6 months after receiving after (neo)adjuvant treatment could be enrolled or failure of first-line therapy or completion of (new) adjuvant therapy to disease recurrence less than 6 months.
7. At least one measurable or evaluable lesion, as defined by RECIST 1.1 criteria.
8. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
9. The functional level of the major organs must meet the following requirements:(1)Blood routine: neutrophils (ANC) ≥1.5×10\^9/L; platelet count (PLT)≥90×10\^9/L; hemoglobin (Hb) ≥90 g/L; (2)Blood biochemistry: TBIL≤1.5×ULN; ALT and AST≤2.5×ULN; Cr≤1.5×ULN and creatinine clearance≥50 mL/min (Cockcroft-Gault formula); for subjects with liver metastasis: TBIL≤3×ULN; ALT and AST≤5×ULN; (3)Patients was not receiving anticoagulation therapy (INR ≤ 1.5 or aPTT ≤ 1.5 × ULN). If the patient received prophylactic anticoagulation therapy and the INR ≤ 2 × ULN within 14 days before the start of the study and the aPTT/PPT is within the normal range could be enrolled; (4)Left ventricular ejection fraction (LVEF) ≥55% (within 28 days).
10. Female subjects of childbearing age or male subjects whose sexual partners are females of childbearing age must take effective contraceptive measures throughout the treatment period and 6 months after the treatment period.

","[""Have you voluntarily signed the informed consent and agreed to comply with the study requirements and cooperate with follow-up?"", ""Are you 18 years of age or older?"", ""Do you have a life expectancy of at least 3 months?"", ""Is your colorectal cancer diagnosis histologically confirmed as unresectable recurrent or metastatic HER2 positive?"", ""Has your HER2 positivity been defined by the colorectal cancer-specific HERACLES diagnostic criteria or by NGS sequencing?"", ""Have you not received systemic anti-cancer treatment in the past, or have you had disease progression more than 6 months after treatment, or have you failed first-line therapy, or have you experienced disease recurrence less than 6 months after completing (neo)adjuvant therapy?"", ""Do you have at least one measurable or evaluable lesion according to RECIST 1.1 criteria?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Do you meet the blood routine requirements: ANC \u22651.5\u00d710^9/L, PLT \u226590\u00d710^9/L, Hb \u226590 g/L?"", ""Do you meet the blood biochemistry requirements: TBIL\u22641.5\u00d7ULN, ALT and AST\u22642.5\u00d7ULN, Cr\u22641.5\u00d7ULN, and creatinine clearance\u226550 mL/min?"", ""Are you currently receiving anticoagulation therapy (INR \u2264 1.5 or aPTT \u2264 1.5 \u00d7 ULN)?"", ""What is your left ventricular ejection fraction (LVEF) within the last 28 days?"", ""If you are a female of childbearing age or a male with a female partner of childbearing age, have you taken effective contraceptive measures during the treatment period and for 6 months after?""]"
NCT05406804,Olfactory Stimulation for Very Low Birth Weight Infants,"

* Gestational age at birth \<32 weeks;
* Birth weight \< 1500 g;
* Admission to hospital within 24 hours after birth;
* Mother can provide breast milk

","以下是针对您提供的入组标准的英文问题和JSON格式输出：

```json
[
  {
    ""question"": ""What was the gestational age at birth?"",
    ""type"": 1,
    ""option"": """"
  },
  {
    ""question"": ""Was the birth weight less than 1500 grams?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Was the baby admitted to the hospital within 24 hours after birth?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Can the mother provide breast milk?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Please fill in the gestational age at birth: ________ weeks."",
    ""type"": 1,
    ""option"": """"
  },
  {
    ""question"": ""Please fill in the birth weight: ________ grams."",
    ""type"": 1,
    ""option"": """"
  }
]
```

这些问题包括填空题和判断题，以便向患者询问是否符合入组标准。"
NCT06177301,Tislelizumab Plus GX Versus Tislelizumab Plus GP in the Treatment of R/M NPC,"

1. Histological or cytological examination confirmed recurrence or metastasis of nasopharyngeal carcinoma;
2. Patients who have not previously received systemic treatment for recurrent or metastatic diseases (For patients who have previously received induction chemotherapy, adjuvant chemotherapy or concurrent chemoradiotherapy, patients who relapsed at least 6 months after the cessation of chemotherapy can be enrolled).
3. Age: 18-75 years old, male or female;
4. Perfomance Status: 0\~1;
5. At least one measurable lesion (according to RECIST v1.1, long diameter of measurable lesion scanned by spiral CT should be ≥ 10 mm or short diameter of swollen lymph node should be ≥ 15 mm; according to RECIST vl.1 standards, a previously treated lesion with local treatment can be used as target lesions after clear progress);
6. Blood routine examination: 1) Hemoglobin (HB)≥ 90g / L; 2) Neutrophil count (ANC) ≥ 1.5 × 109 / L; 3) platelets (PLT) ≥ 80 × 109 / L;
7. Liver function: 1) Serum total bilirubin (BIL) ≤ 1.5 times the upper limit of normal (ULN); 2) alanine aminotransferase (ALT), aspartate aminotransferase (AST\])\< 2.5 × ULN; if liver metastasis, ALT and AST ≤ 5 × ULN; Renal function: Albumin ≥ 28g / L ；Serum creatinine (Cr) ≤ 1.5 × ULN，or creatinine clearance rate ≥ 60 ml / min ;
8. Coagulation function : APTT and international normalized ratio (INR)\< 1.5 × UNL;
9. Patients of childbearing age agree to take appropriate contraceptive measures. Serum pregnancy test was negative in women of childbearing age within 2 weeks before enrollment.
10. Patients agree to provide pathological tissue specimens (wax blocks or paraffin tissue sections 5-10 pieces) ;
11. Expected survival ≥ 3 months;
12. Patients volunteered to participate in this study and signed informed consent;

","[""Has your recurrence or metastasis of nasopharyngeal carcinoma been confirmed by histological or cytological examination?"", ""Have you previously received systemic treatment for recurrent or metastatic diseases?"", ""What is your age?"", ""What is your performance status (0-1)?"", ""Do you have at least one measurable lesion according to RECIST v1.1?"", ""What is your hemoglobin (HB) level?"", ""What is your neutrophil count (ANC)?"", ""What is your platelet count (PLT)?"", ""Is your serum total bilirubin (BIL) within the normal range?"", ""Are your liver enzymes (ALT, AST) within the normal range?"", ""What is your albumin level?"", ""What is your serum creatinine (Cr) level?"", ""Is your coagulation function normal (APTT and INR)?"", ""Have you agreed to take appropriate contraceptive measures if applicable?"", ""Was the serum pregnancy test negative for women of childbearing age within 2 weeks before enrollment?"", ""Are you willing to provide pathological tissue specimens?"", ""What is your expected survival?"", ""Have you volunteered to participate in this study and signed the informed consent?""]"
NCT06344767,Positive ER Expression Assessed by 18F-FES PET/CT in the MBC With ER-negative Primary Tumor,"

* Patients diagnosed with breast cancer (according to International Classification of Diseases 10th Revision) with confirmed metastasis, regardless of being de novo diagnosed or progressed from a nonmetastatic stage.
* MBC patients who underwent 18F-FES PET/CT at the Fudan University Shanghai Cancer Center between 2012 and 2023
* Patients diagnosed with primary ER-negative tumor and who were yet to receive any systemic therapy during the advanced stage

","以下是针对您提供的入组标准生成的问题，以JSON格式呈现：

```json
[
  {
    ""question"": ""Have you been diagnosed with breast cancer with confirmed metastasis, either at initial diagnosis or after progression from a nonmetastatic stage?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Did you undergo 18F-FES PET/CT at the Fudan University Shanghai Cancer Center between 2012 and 2023?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Is your primary breast tumor estrogen receptor-negative (ER-negative)?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Have you received any systemic therapy for your advanced-stage breast cancer diagnosis yet?"",
    ""type"": 2,
    ""option"": [""Yes"", ""No""]
  },
  {
    ""question"": ""Please provide the year when you had the 18F-FES PET/CT scan at the Fudan University Shanghai Cancer Center: __________"",
    ""type"": 1,
    ""option"": []
  }
]
```

这些问题包含了判断题和填空题，旨在确认患者是否符合特定的入组标准。"
