nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT05897268,Cryoablation Combined With Tislelizumab Plus Lenvatinib in 1L Treatment of Advanced HCC (CASTLE-10),"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Hepatocellular carcinoma confirmed by histology/cytology.
* No systematic anti-tumor treatment has been performed.(End of postoperative adjuvant chemotherapy for more than 6 months allowed).
* Barcelona Clinic Liver Cancer stage C. BCLC stage B, not suitable for radical surgery and/or local treatment.
* At least one measurable site of disease as defined by RECIST v1.1 with spiral CT scan or MRI.
* Child-Pugh: \<=7
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided written informed consent for this study?"", ""Are you aged 18 years or older at the time of study entry?"", ""Has hepatocellular carcinoma been confirmed by histology or cytology in your case?"", ""Have you undergone any systematic anti-tumor treatments before this study? (Postoperative adjuvant chemotherapy more than 6 months ago is allowed.)"", ""Are you diagnosed with Barcelona Clinic Liver Cancer stage C?"", ""Is there at least one measurable site of disease according to RECIST v1.1 criteria?"", ""Is your Child-Pugh score less than or equal to 7?"", ""On the ECOG performance status scale, do you have a score of 2 or less?"", ""How long is your life expectancy expected to be?"", ""Do you have adequate blood counts, liver enzymes, and renal function based on the specified criteria?"", ""For female patients with reproductive potential, have you had a negative pregnancy test within 7 days before starting the trial?"", ""Are you willing and able to comply with the protocol for the entire duration of the study, including adherence to contraceptive measures, follow-up visits, and examinations?""]"
NCT05575804,GQ1001 Combined With Pyrotinib for Treatment With HER2 Positive Metastatic Breast Cancer,"

1. Ability to understand and the willingness to provide written informed consent.
2. Men or women aged 18-75.
3. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
4. Life expectancy greater than 3 months.
5. Left ventricular ejection fraction (LVEF) ≥50%.
6. Histopathological and/or cytological confirmed Her2-positive locally advanced or metastatic breast cancer (IHC3+, or IHC2+ and ISH+)
7. Failure for at least 1 line of standard systemic treatment for metastatic disease. Meet one of the following conditions:

1) Recurrent within 12 months after completing or during neoadjuvant/ adjuvant therapy (the regimens contain trastuzumab or its biosimilar with pertuzumab or not).

2) Received at least one treatment with trastuzumab or its biosimilar ±pertuzumab (monotherapy or in combination with other drugs) for recurrent or metastatic disease.

8. Previous exposure to taxanes. 9. Having at least one measurable lesion according to RECIST 1.1 . 10. Having sufficient bone marrow, liver and kidney functions: white blood cell count≥ 3×109/L; Absolute neutrophil count ≥ 1.5×109/L; Platelet count ≥ 100×109/L; Hemoglobin ≥ 9.0 g/dL with no blood transfusion in the past 28 days; Total bilirubin ≤ 1.5 x the upper limit of normal (ULN); AST and ALT ≤ 3.0 x ULN (or ≤ 5.0 x ULN in the presence of liver metastases); Serum creatinine ≤1.5 x ULN; Coagulation function (prothrombin time and activated partial thromboplastin time ≤1.5 x ULN); 11. Adequate wash-out periods: Major surgery ≥4 weeks; radiotherapy ≥4 weeks; targeted therapy or chemotherapy≥4 weeks; endocrine therapy≥2 weeks; targeted therapy and endocrine therapy≥2 weeks; mAbs and immunotherapy ≥4 weeks; Any investigational agents≥4 weeks; potent CYP3A4 inhibitor≥3\*t1/2 weeks.

12. Female subjects must meet the following conditions: infertility or fertility and use high-efficiency contraceptive measures during the study and for 6 months following the last dose of the study drug infusion.

","[""Can you understand and are you willing to provide written informed consent?"", ""Are you between the ages of 18 and 75?"", ""Do you have an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1?"", ""Is your life expectancy greater than 3 months?"", ""Does your left ventricular ejection fraction (LVEF) measure at least 50%?"", ""Have you been histopathologically and/or cytologically confirmed as having Her2-positive locally advanced or metastatic breast cancer?"", ""Did you fail at least 1 line of standard systemic treatment for metastatic disease?"", ""Do you meet either condition for recurrent within 12 months after completing or during neoadjuvant/adjuvant therapy (regimens containing trastuzumab or its biosimilar with pertuzumab or not)?"", ""Did you receive at least one treatment with trastuzumab or its biosimilar \u00b1pertuzumab (monotherapy or in combination with other drugs) for recurrent or metastatic disease?"", ""Have you been previously exposed to taxanes?"", ""Do you have at least one measurable lesion according to RECIST 1.1?"", ""Do you have sufficient bone marrow, liver, and kidney functions?"", ""How long ago was your most recent major surgery?"", ""How long ago was your most recent radiotherapy?"", ""How long ago was your most recent targeted therapy or chemotherapy?"", ""How long ago was your most recent endocrine therapy?"", ""How long ago was your most recent targeted therapy and endocrine therapy?"", ""How long ago was your most recent monoclonal antibody (mAb) or immunotherapy?"", ""How long ago was your most recent investigational agent?"", ""Are you a female subject who is infertile or using high-efficiency contraceptive measures during the study and for 6 months following the last dose of the study drug infusion?""]"
NCT05948072,Cetuximab+mFOLFOX6 VS. mFOLFOX6 Alone in RAS/BRAF Wild Type Patients With High-Risk Resectable CRLM,"

1. Histological proof of colorectal adenocarcinoma;
2. Age ≥ 18 years and ≤75 years;
3. RAS wild type；
4. CRS≥3；
5. Simultaneous liver-limited metastases;
6. At least one measurable liver metastases;
7. World Health Organization (WHO) performance status 0-1;
8. Life expectancy ≥ 3 months;
9. Adequate hematologic function: absolute neutrophil count (ANC)≥1.5×109/l, platelets≥100×109/l, and hemoglobin(HB) ≥ 9g/dl;
10. Adequate liver and renal function: total bilirubin ≤2.0 mg/dl, serum transaminases ≤ 5x upper limit of normal(ULN), and serum creatinine ≤ 1.5x ULN and creatinine clearance ≥ 30 ml/min;
11. Written informed consent.

","[""Do you have histological proof of colorectal adenocarcinoma?"", ""Are you aged between 18 and 75 years?"", ""Is your RAS mutation wild type?"", ""Is your Common Response Score (CRS) greater than or equal to 3?"", ""Do you have simultaneous liver-limited metastases?"", ""Is there at least one measurable liver metastasis?"", ""Is your World Health Organization (WHO) performance status within 0-1 range?"", ""Do you have a life expectancy of at least 3 months?"", ""Do you have adequate hematologic function with an absolute neutrophil count (ANC) of \u22651.5\u00d7109/l, platelets of \u2265100\u00d7109/l, and hemoglobin (HB) of \u22659g/dl?"", ""Do you have adequate liver and renal function with total bilirubin \u22642.0 mg/dl, serum transaminases \u2264 5x upper limit of normal (ULN), and serum creatinine \u2264 1.5x ULN and creatinine clearance \u2265 30 ml/min?"", ""Have you provided written informed consent?""]"
NCT05161572,Perioperative Chemoimmunotherapy With/Without Preoperative Chemoradiation for Locally Advanced Gastric Cancer,"

1. Histopathologically confirmed gastric adenocarcinoma (G) or gastroesophageal junction adenocarcinoma (GEJ, excluding Siewert type I).
2. The clinical stage of the enrolled patients was cT3-4aN+M0 or cT4bNanyM0. Patients with a CY1 status but no other distant metastasis were allowed for patient recruitment. The clinical stage of CY1 patients is cT3-4aN+M1 (CY1 only) or cT4bNanyM1 (CY1 only) (the 8th AJCC staging system of GC).
3. The tumor was considered to be potentially resectable, which was verified by a multidisciplinary team including a surgical investigator.
4. At least one evaluable lesion on abdominal CT/MRI according to the RESIST 1.1 protocol is required.
5. An ECOG (Eastern Cooperative Oncology Group) performance status of 0-1.
6. The patient's physical state and organ function can tolerate the planned treatment of the study protocol, including perioperative chemotherapy with the SOX regimen and immunotherapy with PD-1 monoclonal antibody, preoperative concurrent chemoradiotherapy (45 Gy/25 fractions/S-1), and major abdominal surgery.
7. The baseline laboratory examinations of the patients met the following criteria:

   1. An adequate hematological function: an absolute neutrophil count (ANC) ≥ 1.5×109/L; a platelet count ≥ 100×109/L; a hemoglobin level ≥ 90 g/L.
   2. Adequate liver function: total bilirubin ≤ 1.5×upper limit of normal (ULN); AST/ALT \< 2.5×ULN; ALP ≤ 2.5×ULN; ALB ≥ 30 g/L.
   3. Adequate renal function: serum creatinine ≤ 1.5 × ULN; creatinine clearance rate ≥ 60 ml/min.
   4. Adequate coagulation function: INR/PT ≤ 1.5×ULN; APTT ≤ 1.5×ULN.
8. There was no serious concomitant disease, and the patient's life expectancy was more than 6 months.
9. Male or female. Age ≥ 18 years and ≤ 75 years.
10. Patients agreed to sign a written informed consent before recruitment.
11. Patients had good compliance with the study procedures, including laboratory examinations, auxiliary examinations and treatment.
12. The female patients should not be pregnant or breastfeeding.
13. The female patients agreed to take contraceptive measures during the treatment and within 120 days after the last dose of PD-1 mAb or 180 days after the last dose of chemotherapy or radiotherapy.

","[""Are you histopathologically confirmed as having gastric adenocarcinoma (G) or gastroesophageal junction adenocarcinoma (GEJ)?"", ""Is your clinical stage cT3-4aN+M0 or cT4bNanyM0?"", ""Is your tumor considered potentially resectable by a multidisciplinary team?"", ""Do you have at least one evaluable lesion on abdominal CT/MRI according to the RESIST 1.1 protocol?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Can your physical state and organ function tolerate the planned treatment of the study protocol?"", ""Do you meet the criteria for adequate hematological, liver, renal, and coagulation functions?"", ""Do you have any serious concomitant disease?"", ""Is your life expectancy more than 6 months?"", ""Are you male or female?"", ""Are you aged between 18 and 75 years?"", ""Have you signed a written informed consent before recruitment?"", ""Do you comply with the study procedures, including laboratory examinations, auxiliary examinations, and treatment?"", ""Are you a female patient who is not pregnant or breastfeeding?"", ""Do you agree to take contraceptive measures during the treatment and within 120 days after the last dose of PD-1 mAb or 180 days after the last dose of chemotherapy or radiotherapy?""]"
NCT04582968,Pyrotinib Combined With Brain Radiotherapy in Breast Cancer Patients With Brain Metastases,"

1. Pathologically confirmed HER2 positive advanced breast cancer
2. Age\>18 years. brain metastases confirmed by enhanced brain MRI
3. KPS≥70
4. Life expectancy of more than 12 weeks
5. Prior therapy of oral dexamethasone not exceeding 16mg/d
6. Time interval from prior therapy was more than 2 weeks, and evaluation of adverse events is no more than grade 1.
7. Maximum diameter of intracranial metastases is less than 3cm measured by enhanced brain MRI(2-3mm)
8. Prior endocrine therapy were allowed
9. Anti-Her2 targeted treatment were allowed
10. Screening laboratory values must meet the following criteria( and should be obtained within 28 days prior to registration):

    1. Absolute Neutrophil Count (ANC) ≥ 1.5 x 109/L, Platelets≥ 90 x 109/L, Hemoglobin ≥ 90 g/L
    2. Aspartate aminotransferase/alanine aminotransferase (AST/ALT) ≤2.5 x ULN without liver metastasis,≤ 5 x ULN with liver metastases
    3. Serum BUN and creatinine ≤ 1.5 x Upper Limit of Normal (ULN)
    4. LVEF ≥ 50%
    5. QTcF \< 480 ms
    6. INR≤1.5×ULN，APTT≤1.5×ULN
11. Signed the informed consent form prior to patient entry

","[""Are you pathologically confirmed to have HER2 positive advanced breast cancer?"", ""Are you over 18 years of age?"", ""Have your brain metastases been confirmed by an enhanced brain MRI?"", ""Is your Karnofsky Performance Status (KPS) equal to or greater than 70?"", ""Do you have a life expectancy of more than 12 weeks?"", ""Has your prior therapy with oral dexamethasone not exceeded 16mg/day?"", ""Is there more than a 2-week interval since your last therapy and has the evaluation of adverse events been no more than grade 1?"", ""Is the maximum diameter of your intracranial metastases less than 3cm as measured by an enhanced brain MRI (2-3mm)?"", ""Were you allowed prior endocrine therapy?"", ""Were you allowed anti-Her2 targeted treatment?"", ""Did your screening laboratory values meet the specified criteria within the past 28 days before registration?"", ""Do you understand and agree to sign the informed consent form before participating in this study?""]"
NCT04782804,Adjuvant PD-1 Antibody in Combination With Capecitabine for Patients With ICC at High-Risk of Postoperative Recurrence,"

* Post R0 resection, pathologically confirmed intrahepatic cholangiocarcinoma.Patients were also pathologically confirmed to have any of the following high-risk factors (ie, positive resection margins, positive lymph nodes, positive perineural invasion, and intrahepatic cholangiocarcinoma \> 5cm in diameter;
* No history of any chemotherapy, radiotherapy, immunotherapy and interventional treatment prior to surgical resection;
* ECoG score 0-1 points;
* Liver function before medication child a, blood routine: WBC \> 2.5 \* 109 / L, PLT \> 60 \* 109 / L, coagulopathy: Pt prolonged \< 2S, ALT \< 150u / L;
* No heart, lung, or kidney function abnormalities were observed;
* No history of major bleeding disorders of the digestive tract;
* Signed informed consent;

","[""Have you undergone post R0 resection and been pathologically confirmed for intrahepatic cholangiocarcinoma?"", ""Are you free from any chemotherapy, radiotherapy, immunotherapy, or interventional treatment before surgical resection?"", ""What is your ECOG score?"", ""Is your liver function indicated by Child A criteria?"", ""Do you have a white blood cell count greater than 2.5 * 10^9/L?"", ""Is your platelet count greater than 60 * 10^9/L?"", ""Is your prothrombin time less than 2 seconds?"", ""Is your ALT level less than 150 u/L?"", ""Do you have any abnormalities in heart, lung, or kidney functions?"", ""Have you ever had major bleeding disorders in the digestive tract?"", ""Have you provided informed consent for this study?"", ""Have you undergone post R0 resection and been pathologically confirmed for intrahepatic cholangiocarcinoma?"", ""Are you free from any chemotherapy, radiotherapy, immunotherapy, or interventional treatment before surgical resection?"", ""What is your ECOG score?"", ""Is your liver function indicated by Child A criteria?"", ""Do you have a white blood cell count greater than 2.5 * 10^9/L?"", ""Is your platelet count greater than 60 * 10^9/L?"", ""Is your prothrombin time less than 2 seconds?"", ""Is your ALT level less than 150 u/L?"", ""Do you have any abnormalities in heart, lung, or kidney functions?"", ""Have you ever had major bleeding disorders in the digestive tract?"", ""Have you provided informed consent for this study?""]"
NCT05303844,Oncolytic Virotherapy Plus PD-1 Inhibitor for Patients With Refractory Malignant Ascites,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Pathologically diagnosed solid tumor malignancy.
* Malignant peritoneal ascites confirmed by peritoneal brush cytology.
* Failures from chemotherapy against malignant ascites.
* Cooperative Oncology Group-Status (ECOG Status) 0 or 1

","[""Has written informed consent been obtained?"", ""Are you aged 18 years or older at the time of study entry?"", ""Is your diagnosis confirmed as solid tumor malignancy?"", ""Is there evidence of malignant peritoneal ascites through peritoneal brush cytology?"", ""Have you failed chemotherapy for malignant ascites?"", ""Is your ECOG Status 0 or 1?"", ""Are you cooperative for the study?"", ""Has written informed consent been obtained?"", ""Are you aged 18 years or older at the time of study entry?"", ""Is your diagnosis confirmed as solid tumor malignancy?"", ""Is there evidence of malignant peritoneal ascites through peritoneal brush cytology?"", ""Have you failed chemotherapy for malignant ascites?"", ""Is your ECOG Status 0 or 1?"", ""Are you cooperative for the study?""]"
NCT04517292,Eribulin Plus Cisplatin Versus Gemcitabine Plus Cisplatin in Triple Negative Breast Cancer (TNBC),"

1. Females with age between 18 and 70 years old
2. Histological proven unresectable recurrent or advanced breast cancer, including de novo stage IV disease.
3. Triple-negative for estrogen receptor (ER), progestogen receptor (PR), and human epithelial receptor-2 (HER2) by immunohistochemistry (ER \<1%, PR \<1% and Her2 negative). A negative Her2 gene amplification should be verified by FISH test for those patients with Her2 (2+). For those with Her2 (1+), FISH test might be considered by the investigator.
4. No prior chemotherapy for metastatic breast cancer is permitted. Prior administration of chemotherapy in the adjuvant/neoadjuvant setting is acceptable if completed 6 months before the enrollment.
5. At least one measurable disease according to the response evaluation criteria in solid tumor (RECIST 1.1)
6. Performance status no more than 1
7. All patients enrolled are required to have adequate hematologic, hepatic, and renal function
8. Life expectancy longer than 12 weeks
9. No serious medical history of heart, lung, liver and kidney
10. Be able to understand the study procedures and sign informed consent.
11. Patients with good compliance.

","[""Are you a female within the age range of 18 to 70 years old?"", ""Do you have histologically proven unresectable recurrent or advanced breast cancer?"", ""Is your breast cancer triple-negative for estrogen receptor (ER), progestogen receptor (PR), and human epithelial receptor-2 (HER2)?"", ""Was your HER2 gene amplification verified by FISH test?"", ""Was chemotherapy administered for metastatic breast cancer within the last 6 months?"", ""Can you have at least one measurable disease according to RECIST 1.1?"", ""What is your performance status?"", ""Do you have adequate hematologic, hepatic, and renal function?"", ""Do you have a life expectancy longer than 12 weeks?"", ""Do you have any serious medical history of heart, lung, liver, or kidney issues?"", ""Can you understand the study procedures and provide informed consent?"", ""Are you compliant with the study requirements?""]"
NCT04608240,Surgical Pleth Index: Predicting the Optimal Timing for Tracheal Intubation During General Anesthesia,"

* American Society of Anesthesiology physical status (ASA) 1-2
* Patients aged 18-80 years undergoing non-emergency anesthesia

","[""Are you within the age range of 18 to 80 years old for this procedure?"", ""Do you have a physical status as defined by the American Society of Anesthesiology (ASA) of 1-2?"", ""Are you undergoing emergency anesthesia for this procedure?"", ""Do you confirm that you meet all the given criteria for participation in this study?"", ""Please provide your age if you agree to participate.""]"
NCT05193292,Camrelizumab Combined With Trastuzumab and Chemotherapy in Patients With HER2-positive Advanced Colorectal Cancer,"

1. Subjects has voluntarily agreed to sign the informed consent and have good compliance and are willing to cooperate with follow-up.
2. Age 18 years or older, male or female.
3. Have a life expectancy of at least 3 months.
4. Histologically confirmed diagnosis of unresectable recurrent or metastatic HER2 positive colorectal cancer.
5. HER2 positivity defined as the colorectal cancer-specific HERACLES diagnostic criteria or NGS sequencing of tumor tissue/blood samples showed HER2 amplification.
6. Patients have not received systemic anti-cancer treatment in the past or had disease progression more than 6 months after receiving after (neo)adjuvant treatment could be enrolled or failure of first-line therapy or completion of (new) adjuvant therapy to disease recurrence less than 6 months.
7. At least one measurable or evaluable lesion, as defined by RECIST 1.1 criteria.
8. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
9. The functional level of the major organs must meet the following requirements:(1)Blood routine: neutrophils (ANC) ≥1.5×10\^9/L; platelet count (PLT)≥90×10\^9/L; hemoglobin (Hb) ≥90 g/L; (2)Blood biochemistry: TBIL≤1.5×ULN; ALT and AST≤2.5×ULN; Cr≤1.5×ULN and creatinine clearance≥50 mL/min (Cockcroft-Gault formula); for subjects with liver metastasis: TBIL≤3×ULN; ALT and AST≤5×ULN; (3)Patients was not receiving anticoagulation therapy (INR ≤ 1.5 or aPTT ≤ 1.5 × ULN). If the patient received prophylactic anticoagulation therapy and the INR ≤ 2 × ULN within 14 days before the start of the study and the aPTT/PPT is within the normal range could be enrolled; (4)Left ventricular ejection fraction (LVEF) ≥55% (within 28 days).
10. Female subjects of childbearing age or male subjects whose sexual partners are females of childbearing age must take effective contraceptive measures throughout the treatment period and 6 months after the treatment period.

","[""Have you voluntarily agreed to sign the informed consent and show good compliance, willing to cooperate with follow-up?"", ""Are you aged 18 years or older?"", ""Do you have a life expectancy of at least 3 months?"", ""Have you been histologically diagnosed with unresectable recurrent or metastatic HER2 positive colorectal cancer?"", ""Is your HER2 positivity confirmed by the colorectal cancer-specific HERACLES diagnostic criteria or NGS sequencing of tumor tissue/blood samples showing HER2 amplification?"", ""Have you not received systemic anti-cancer treatment in the past or had disease progression more than 6 months after receiving (neo)adjuvant treatment?"", ""Do you have at least one measurable or evaluable lesion according to RECIST 1.1 criteria?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Do all your major organs' functions meet the following requirements?"", ""Are you taking effective contraceptive measures if you are of childbearing age?""]"
NCT05406804,Olfactory Stimulation for Very Low Birth Weight Infants,"

* Gestational age at birth \<32 weeks;
* Birth weight \< 1500 g;
* Admission to hospital within 24 hours after birth;
* Mother can provide breast milk

","[""At what gestational age was the baby born?"", ""Was the baby's birth weight less than 1500 grams?"", ""Was the baby admitted to the hospital within 24 hours after birth?"", ""Can the mother provide breast milk?""]"
NCT06177301,Tislelizumab Plus GX Versus Tislelizumab Plus GP in the Treatment of R/M NPC,"

1. Histological or cytological examination confirmed recurrence or metastasis of nasopharyngeal carcinoma;
2. Patients who have not previously received systemic treatment for recurrent or metastatic diseases (For patients who have previously received induction chemotherapy, adjuvant chemotherapy or concurrent chemoradiotherapy, patients who relapsed at least 6 months after the cessation of chemotherapy can be enrolled).
3. Age: 18-75 years old, male or female;
4. Perfomance Status: 0\~1;
5. At least one measurable lesion (according to RECIST v1.1, long diameter of measurable lesion scanned by spiral CT should be ≥ 10 mm or short diameter of swollen lymph node should be ≥ 15 mm; according to RECIST vl.1 standards, a previously treated lesion with local treatment can be used as target lesions after clear progress);
6. Blood routine examination: 1) Hemoglobin (HB)≥ 90g / L; 2) Neutrophil count (ANC) ≥ 1.5 × 109 / L; 3) platelets (PLT) ≥ 80 × 109 / L;
7. Liver function: 1) Serum total bilirubin (BIL) ≤ 1.5 times the upper limit of normal (ULN); 2) alanine aminotransferase (ALT), aspartate aminotransferase (AST\])\< 2.5 × ULN; if liver metastasis, ALT and AST ≤ 5 × ULN; Renal function: Albumin ≥ 28g / L ；Serum creatinine (Cr) ≤ 1.5 × ULN，or creatinine clearance rate ≥ 60 ml / min ;
8. Coagulation function : APTT and international normalized ratio (INR)\< 1.5 × UNL;
9. Patients of childbearing age agree to take appropriate contraceptive measures. Serum pregnancy test was negative in women of childbearing age within 2 weeks before enrollment.
10. Patients agree to provide pathological tissue specimens (wax blocks or paraffin tissue sections 5-10 pieces) ;
11. Expected survival ≥ 3 months;
12. Patients volunteered to participate in this study and signed informed consent;

","[""Has histological or cytological examination confirmed the recurrence or metastasis of your nasopharyngeal carcinoma?"", ""Have you previously received systemic treatment for recurrent or metastatic diseases?"", ""Are you between 18 and 75 years old?"", ""What is your performance status?"", ""Is there at least one measurable lesion in your body?"", ""Are your hemoglobin levels greater than or equal to 90g / L?"", ""Is your neutrophil count (ANC) greater than or equal to 1.5 \u00d7 109 / L?"", ""Are your platelets greater than or equal to 80 \u00d7 109 / L?"", ""Is your serum total bilirubin less than or equal to 1.5 times the upper limit of normal?"", ""Are your ALT and AST levels less than or equal to 2.5 \u00d7 ULN, or less than or equal to 5 \u00d7 ULN if there is liver metastasis?"", ""Is your albumin level greater than or equal to 28g / L?"", ""Is your serum creatinine level less than or equal to 1.5 \u00d7 ULN, or does your creatinine clearance rate exceed 60 ml / min?"", ""Are your APTT and INR values less than or equal to 1.5 \u00d7 ULN?"", ""Do you agree to take appropriate contraceptive measures if you are of childbearing age?"", ""Did you undergo a serum pregnancy test within 2 weeks before enrollment and receive a negative result if you are of childbearing age?"", ""Are you willing to provide pathology specimens (wax blocks or paraffin tissue sections)?"", ""Do you expect to survive for at least 3 months?"", ""Have you volunteered to participate in this study and signed the informed consent form?""]"
NCT06344767,Positive ER Expression Assessed by 18F-FES PET/CT in the MBC With ER-negative Primary Tumor,"

* Patients diagnosed with breast cancer (according to International Classification of Diseases 10th Revision) with confirmed metastasis, regardless of being de novo diagnosed or progressed from a nonmetastatic stage.
* MBC patients who underwent 18F-FES PET/CT at the Fudan University Shanghai Cancer Center between 2012 and 2023
* Patients diagnosed with primary ER-negative tumor and who were yet to receive any systemic therapy during the advanced stage

","[""Are you diagnosed with breast cancer according to the International Classification of Diseases 10th Revision, with confirmed metastasis?"", ""Have you undergone 18F-FES PET/CT at the Fudan University Shanghai Cancer Center between 2012 and 2023?"", ""Are you diagnosed with a primary ER-negative tumor?"", ""Have you received any systemic therapy during the advanced stage?""]"
NCT05591144,Short-term Oral Steriods for Acute Tinnitus,"

1. 18-65 years old;
2. primary complaint of subjective tinnitus ≤ 3 months of duration;
3. a decline in auditory function by audiological assessments on the day of the test, of which a reduced distortion product otoacoustic emissions (DPOAE) amplitude in individuals with normal Pure tone audiometry (PTA) results;
4. a state of good general condition;
5. with good adherence to participation and signed informed consent.

","[""Are you between the ages of 18 and 65?"", ""Has your tinnitus been occurring for less than 3 months?"", ""Have your audiological assessments shown a decline in auditory function, specifically a reduced DPOAE amplitude, with normal PTA results?"", ""Are you in good general health?"", ""Are you willing to adhere to the study requirements and provide informed consent?""]"
NCT05982301,Sintilimab Combined With Modified FLOT Regimen in the Treatment of Metastatic Gastric Cancer,"

1. Aged ≥18 years and men or women
2. With histologically confirmed adenocarcinoma of the stomach or gastroesophageal junction, local lesions that cannot be radically resected, or metastatic gastric cancer
3. For treatment-naïve patients, or postoperative recurrence at least 6 months from the last adjuvant chemotherapy
4. With Eastern Cooperative Oncology Group (ECOG) PS of 0-1
5. With a life expectancy of more than 3 months
6. Who obtain the following laboratory test data within 7 days (including the seventh day) prior to the study screening: neutrophil count of ≥1.5 × 10\^9/L, platelet count of ≥100 × 10\^9/L, hemoglobin level of ≥90 g/L, serum total bilirubin of ≤1.25 the upper limit of normal (ULN); ALT and AST levels of ≤2.5 × ULN (≤5 × ULN for patients with liver metastasis); serum creatinine level of ≤1.0 × ULN and creatinine clearance of ≥50 ml/min; International Normalized ratio (INR) or prothrombin time (PT) ≤1.5 ULN; If the subject is receiving anticoagulant therapy, PT should be within the prescribed anticoagulant range.
7. With at least one extragastric measurable lesion (Response Evaluation Criteria in Solid Tumors \[RECIST\] 1.1 criteria)
8. Patients (or their legal representative/guardian) must sign an informed consent form indicating that they understand the purpose of the study, understand the procedures necessary for the study, and are willing to participate in the study.

","[""Are you aged 18 years or older?"", ""Have you been diagnosed with adenocarcinoma of the stomach or gastroesophageal junction?"", ""Is it histologically confirmed?"", ""Are your local lesions not suitable for radical resection or are they metastatic?"", ""Are you a treatment-na\u00efve patient or have a recurrence at least 6 months after the last adjuvant chemotherapy?"", ""Do you have an ECOG performance status of 0-1?"", ""Do you have a life expectancy of more than 3 months?"", ""Have your laboratory tests including neutrophil count, platelet count, hemoglobin level, serum total bilirubin, ALT, AST, serum creatinine level, creatinine clearance, INR or PT been performed within 7 days before the study screening and met the criteria?"", ""Do you have at least one extragastric measurable lesion according to RECIST 1.1 criteria?"", ""Have you or your legal representative/guardian signed the informed consent form understanding the purpose of the study and agreeing to participate?""]"
