nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT05897268,Cryoablation Combined With Tislelizumab Plus Lenvatinib in 1L Treatment of Advanced HCC (CASTLE-10),"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Hepatocellular carcinoma confirmed by histology/cytology.
* No systematic anti-tumor treatment has been performed.(End of postoperative adjuvant chemotherapy for more than 6 months allowed).
* Barcelona Clinic Liver Cancer stage C. BCLC stage B, not suitable for radical surgery and/or local treatment.
* At least one measurable site of disease as defined by RECIST v1.1 with spiral CT scan or MRI.
* Child-Pugh: \<=7
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[
    {
        ""question"": ""Have you provided written informed consent for participation in this study?"",
        ""type"": 1
    },
    {
        ""question"": ""What is your age at the time of study entry?"",
        ""type"": 1
    },
    {
        ""question"": ""Has your hepatocellular carcinoma been confirmed by histology or cytology?"",
        ""type"": 2
    },
    {
        ""question"": ""Have you undergone any systematic anti-tumor treatment prior to this study?"",
        ""type"": 2
    },
    {
        ""question"": ""What is the Barcelona Clinic Liver Cancer stage at which you are classified?"",
        ""type"": 1
    },
    {
        ""question"": ""Please provide the location(s) of your measurable disease as defined by RECIST v1.1."",
        ""type"": 1
    },
    {
        ""question"": ""What is your Child-Pugh score?"",
        ""type"": 1
    },
    {
        ""question"": ""What is your performance status (PS) according to the ECOG scale?"",
        ""type"": 1
    },
    {
        ""question"": ""How many weeks is your expected life span?"",
        ""type"": 1
    },
    {
        ""question"": ""What are your current blood count levels?"",
        ""type"": 1
    },
    {
        ""question"": ""What are your liver-enzyme levels?"",
        ""type"": 1
    },
    {
        ""question"": ""What is your renal function status, including creatinine levels?"",
        ""type"": 1
    },
    {
        ""question"": ""Are you a female of reproductive potential?"",
        ""type"": 2
    },
    {
        ""question"": ""When was the last time you had a negative pregnancy test?"",
        ""type"": 1
    },
    {
        ""question"": ""Are you willing and able to comply with the study protocol for its duration?"",
        ""type"": 2
    }
]"
NCT05575804,GQ1001 Combined With Pyrotinib for Treatment With HER2 Positive Metastatic Breast Cancer,"

1. Ability to understand and the willingness to provide written informed consent.
2. Men or women aged 18-75.
3. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
4. Life expectancy greater than 3 months.
5. Left ventricular ejection fraction (LVEF) ≥50%.
6. Histopathological and/or cytological confirmed Her2-positive locally advanced or metastatic breast cancer (IHC3+, or IHC2+ and ISH+)
7. Failure for at least 1 line of standard systemic treatment for metastatic disease. Meet one of the following conditions:

1) Recurrent within 12 months after completing or during neoadjuvant/ adjuvant therapy (the regimens contain trastuzumab or its biosimilar with pertuzumab or not).

2) Received at least one treatment with trastuzumab or its biosimilar ±pertuzumab (monotherapy or in combination with other drugs) for recurrent or metastatic disease.

8. Previous exposure to taxanes. 9. Having at least one measurable lesion according to RECIST 1.1 . 10. Having sufficient bone marrow, liver and kidney functions: white blood cell count≥ 3×109/L; Absolute neutrophil count ≥ 1.5×109/L; Platelet count ≥ 100×109/L; Hemoglobin ≥ 9.0 g/dL with no blood transfusion in the past 28 days; Total bilirubin ≤ 1.5 x the upper limit of normal (ULN); AST and ALT ≤ 3.0 x ULN (or ≤ 5.0 x ULN in the presence of liver metastases); Serum creatinine ≤1.5 x ULN; Coagulation function (prothrombin time and activated partial thromboplastin time ≤1.5 x ULN); 11. Adequate wash-out periods: Major surgery ≥4 weeks; radiotherapy ≥4 weeks; targeted therapy or chemotherapy≥4 weeks; endocrine therapy≥2 weeks; targeted therapy and endocrine therapy≥2 weeks; mAbs and immunotherapy ≥4 weeks; Any investigational agents≥4 weeks; potent CYP3A4 inhibitor≥3\*t1/2 weeks.

12. Female subjects must meet the following conditions: infertility or fertility and use high-efficiency contraceptive measures during the study and for 6 months following the last dose of the study drug infusion.

","```json
[
  {
    ""question"": ""Do you have the ability to understand and the willingness to provide written informed consent?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your age?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"",
    ""type"": 1
  },
  {
    ""question"": ""How long is your life expectancy?"",
    ""type"": 1
  },
  {
    ""question"": ""What is the left ventricular ejection fraction (LVEF) in your case?"",
    ""type"": 1
  },
  {
    ""question"": ""Have you histopathologically and/or cytologically confirmed Her2-positive locally advanced or metastatic breast cancer (IHC3+, or IHC2+ and ISH+)?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you failed at least one line of standard systemic treatment for metastatic disease and meet one of the following conditions?"",
    ""type"": 2
  },
  {
    ""question"": ""Was your recurrence within 12 months after completing or during neoadjuvant/adjuvant therapy (the regimens contain trastuzumab or its biosimilar with pertuzumab or not)?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you received at least one treatment with trastuzumab or its biosimilar ±pertuzumab (monotherapy or in combination with other drugs) for recurrent or metastatic disease?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you had previous exposure to taxanes?"",
    ""type"": 2
  },
  {
    ""question"": ""How many measurable lesions do you have according to RECIST 1.1?"",
    ""type"": 1
  },
  {
    ""question"": ""Do you have sufficient bone marrow, liver, and kidney functions?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you a female subject who is infertile or fertile and using high-efficiency contraceptive measures during the study and for 6 months following the last dose of the study drug infusion?"",
    ""type"": 2
  }
]
```"
NCT05948072,Cetuximab+mFOLFOX6 VS. mFOLFOX6 Alone in RAS/BRAF Wild Type Patients With High-Risk Resectable CRLM,"

1. Histological proof of colorectal adenocarcinoma;
2. Age ≥ 18 years and ≤75 years;
3. RAS wild type；
4. CRS≥3；
5. Simultaneous liver-limited metastases;
6. At least one measurable liver metastases;
7. World Health Organization (WHO) performance status 0-1;
8. Life expectancy ≥ 3 months;
9. Adequate hematologic function: absolute neutrophil count (ANC)≥1.5×109/l, platelets≥100×109/l, and hemoglobin(HB) ≥ 9g/dl;
10. Adequate liver and renal function: total bilirubin ≤2.0 mg/dl, serum transaminases ≤ 5x upper limit of normal(ULN), and serum creatinine ≤ 1.5x ULN and creatinine clearance ≥ 30 ml/min;
11. Written informed consent.

","[""Do you have histological proof of colorectal adenocarcinoma?"", ""What is your age?"", ""Is your RAS wild type?"", ""What is your CRS score?"", ""Do you have simultaneous liver-limited metastases?"", ""Do you have at least one measurable liver metastases?"", ""What is your World Health Organization (WHO) performance status?"", ""What is your expected life span?"", ""What is your hemoglobin (HB) level?"", ""What is your total bilirubin level?"", ""What is your serum transaminases level?"", ""What is your serum creatinine level?"", ""What is your creatinine clearance?"", ""Have you provided written informed consent?""]"
NCT05161572,Perioperative Chemoimmunotherapy With/Without Preoperative Chemoradiation for Locally Advanced Gastric Cancer,"

1. Histopathologically confirmed gastric adenocarcinoma (G) or gastroesophageal junction adenocarcinoma (GEJ, excluding Siewert type I).
2. The clinical stage of the enrolled patients was cT3-4aN+M0 or cT4bNanyM0. Patients with a CY1 status but no other distant metastasis were allowed for patient recruitment. The clinical stage of CY1 patients is cT3-4aN+M1 (CY1 only) or cT4bNanyM1 (CY1 only) (the 8th AJCC staging system of GC).
3. The tumor was considered to be potentially resectable, which was verified by a multidisciplinary team including a surgical investigator.
4. At least one evaluable lesion on abdominal CT/MRI according to the RESIST 1.1 protocol is required.
5. An ECOG (Eastern Cooperative Oncology Group) performance status of 0-1.
6. The patient's physical state and organ function can tolerate the planned treatment of the study protocol, including perioperative chemotherapy with the SOX regimen and immunotherapy with PD-1 monoclonal antibody, preoperative concurrent chemoradiotherapy (45 Gy/25 fractions/S-1), and major abdominal surgery.
7. The baseline laboratory examinations of the patients met the following criteria:

   1. An adequate hematological function: an absolute neutrophil count (ANC) ≥ 1.5×109/L; a platelet count ≥ 100×109/L; a hemoglobin level ≥ 90 g/L.
   2. Adequate liver function: total bilirubin ≤ 1.5×upper limit of normal (ULN); AST/ALT \< 2.5×ULN; ALP ≤ 2.5×ULN; ALB ≥ 30 g/L.
   3. Adequate renal function: serum creatinine ≤ 1.5 × ULN; creatinine clearance rate ≥ 60 ml/min.
   4. Adequate coagulation function: INR/PT ≤ 1.5×ULN; APTT ≤ 1.5×ULN.
8. There was no serious concomitant disease, and the patient's life expectancy was more than 6 months.
9. Male or female. Age ≥ 18 years and ≤ 75 years.
10. Patients agreed to sign a written informed consent before recruitment.
11. Patients had good compliance with the study procedures, including laboratory examinations, auxiliary examinations and treatment.
12. The female patients should not be pregnant or breastfeeding.
13. The female patients agreed to take contraceptive measures during the treatment and within 120 days after the last dose of PD-1 mAb or 180 days after the last dose of chemotherapy or radiotherapy.

","```json
[
  {
    ""question"": ""Has the patient been histopathologically confirmed to have gastric adenocarcinoma (G) or gastroesophageal junction adenocarcinoma (GEJ, excluding Siewert type I)?"",
    ""type"": 2
  },
  {
    ""question"": ""What is the clinical stage of the patient according to the 8th AJCC staging system of GC?"",
    ""type"": 1
  },
  {
    ""question"": ""Is the tumor considered potentially resectable by a multidisciplinary team, including a surgical investigator?"",
    ""type"": 2
  },
  {
    ""question"": ""How many evaluable lesions on abdominal CT/MRI according to the RESIST 1.1 protocol are required for enrollment?"",
    ""type"": 1
  },
  {
    ""question"": ""What is the ECOG performance status of the patient?"",
    ""type"": 1
  },
  {
    ""question"": ""Can the patient's physical state and organ function tolerate the planned treatment of the study protocol?"",
    ""type"": 2
  },
  {
    ""question"": ""What are the criteria for the baseline laboratory examinations of the patient?"",
    ""type"": 1
  },
  {
    ""question"": ""Is there any serious concomitant disease in the patient, and is the patient's life expectancy more than 6 months?"",
    ""type"": 2
  },
  {
    ""question"": ""What is the age range of the patient required for enrollment?"",
    ""type"": 1
  },
  {
    ""question"": ""Has the patient signed a written informed consent before recruitment?"",
    ""type"": 2
  },
  {
    ""question"": ""Does the patient have good compliance with the study procedures, including laboratory examinations, auxiliary examinations, and treatment?"",
    ""type"": 2
  },
  {
    ""question"": ""For female patients, are they pregnant or breastfeeding?"",
    ""type"": 2
  },
  {
    ""question"": ""For female patients, have they agreed to take contraceptive measures during the treatment and within 120 days after the last dose of PD-1 mAb or 180 days after the last dose of chemotherapy or radiotherapy?"",
    ""type"": 2
  }
]
```"
NCT04582968,Pyrotinib Combined With Brain Radiotherapy in Breast Cancer Patients With Brain Metastases,"

1. Pathologically confirmed HER2 positive advanced breast cancer
2. Age\>18 years. brain metastases confirmed by enhanced brain MRI
3. KPS≥70
4. Life expectancy of more than 12 weeks
5. Prior therapy of oral dexamethasone not exceeding 16mg/d
6. Time interval from prior therapy was more than 2 weeks, and evaluation of adverse events is no more than grade 1.
7. Maximum diameter of intracranial metastases is less than 3cm measured by enhanced brain MRI(2-3mm)
8. Prior endocrine therapy were allowed
9. Anti-Her2 targeted treatment were allowed
10. Screening laboratory values must meet the following criteria( and should be obtained within 28 days prior to registration):

    1. Absolute Neutrophil Count (ANC) ≥ 1.5 x 109/L, Platelets≥ 90 x 109/L, Hemoglobin ≥ 90 g/L
    2. Aspartate aminotransferase/alanine aminotransferase (AST/ALT) ≤2.5 x ULN without liver metastasis,≤ 5 x ULN with liver metastases
    3. Serum BUN and creatinine ≤ 1.5 x Upper Limit of Normal (ULN)
    4. LVEF ≥ 50%
    5. QTcF \< 480 ms
    6. INR≤1.5×ULN，APTT≤1.5×ULN
11. Signed the informed consent form prior to patient entry

","[
    {
        ""question"": ""Has the patient been pathologically confirmed to have HER2 positive advanced breast cancer?"",
        ""type"": 2
    },
    {
        ""question"": ""Is the patient's age greater than 18 years old?"",
        ""type"": 2
    },
    {
        ""question"": ""Have brain metastases been confirmed by enhanced brain MRI in the patient?"",
        ""type"": 2
    },
    {
        ""question"": ""Does the patient have a KPS score of 70 or higher?"",
        ""type"": 2
    },
    {
        ""question"": ""Does the patient have a life expectancy of more than 12 weeks?"",
        ""type"": 2
    },
    {
        ""question"": ""Has the patient received prior therapy with oral dexamethasone, with a daily dose not exceeding 16mg?"",
        ""type"": 2
    },
    {
        ""question"": ""Has the time interval from the prior therapy exceeded 2 weeks, and has the evaluation of adverse events been no more than grade 1?"",
        ""type"": 2
    },
    {
        ""question"": ""Is the maximum diameter of intracranial metastases less than 3cm, as measured by enhanced brain MRI?"",
        ""type"": 2
    },
    {
        ""question"": ""Has the patient been previously treated with endocrine therapy?"",
        ""type"": 2
    },
    {
        ""question"": ""Has the patient been previously treated with anti-Her2 targeted therapy?"",
        ""type"": 2
    },
    {
        ""question"": ""Do the patient's screening laboratory values meet the following criteria?: ANC ≥ 1.5 x 10^9/L, Platelets ≥ 90 x 10^9/L, Hemoglobin ≥ 90 g/L"",
        ""type"": 2
    },
    {
        ""question"": ""Do the patient's screening laboratory values meet the following criteria?: AST/ALT ≤ 2.5 x ULN without liver metastasis, ≤ 5 x ULN with liver metastases"",
        ""type"": 2
    },
    {
        ""question"": ""Do the patient's screening laboratory values meet the following criteria?: Serum BUN and creatinine ≤ 1.5 x ULN"",
        ""type"": 2
    },
    {
        ""question"": ""Does the patient have a left ventricular ejection fraction (LVEF) of ≥ 50%?"",
        ""type"": 2
    },
    {
        ""question"": ""Does the patient have a QTcF interval of < 480 ms?"",
        ""type"": 2
    },
    {
        ""question"": ""Does the patient have an INR of ≤ 1.5 x ULN and an APTT of ≤ 1.5 x ULN?"",
        ""type"": 2
    },
    {
        ""question"": ""Has the patient signed the informed consent form prior to entry?"",
        ""type"": 2
    }
]"
NCT04782804,Adjuvant PD-1 Antibody in Combination With Capecitabine for Patients With ICC at High-Risk of Postoperative Recurrence,"

* Post R0 resection, pathologically confirmed intrahepatic cholangiocarcinoma.Patients were also pathologically confirmed to have any of the following high-risk factors (ie, positive resection margins, positive lymph nodes, positive perineural invasion, and intrahepatic cholangiocarcinoma \> 5cm in diameter;
* No history of any chemotherapy, radiotherapy, immunotherapy and interventional treatment prior to surgical resection;
* ECoG score 0-1 points;
* Liver function before medication child a, blood routine: WBC \> 2.5 \* 109 / L, PLT \> 60 \* 109 / L, coagulopathy: Pt prolonged \< 2S, ALT \< 150u / L;
* No heart, lung, or kidney function abnormalities were observed;
* No history of major bleeding disorders of the digestive tract;
* Signed informed consent;

","[
  {
    ""question"": ""Have you undergone a R0 resection for intrahepatic cholangiocarcinoma, which was histopathologically confirmed?"",
    ""type"": 2
  },
  {
    ""question"": ""Were your resection margins positive, or did you have positive lymph nodes, perineural invasion, or the diameter of your intrahepatic cholangiocarcinoma exceeding 5cm?"",
    ""type"": 2
  },
  {
    ""question"": ""Prior to your surgical resection, had you received any chemotherapy, radiotherapy, immunotherapy, or interventional treatment?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your ECoG score?"",
    ""type"": 1
  },
  {
    ""question"": ""Before treatment, were your liver function tests within the following ranges: ALT < 150 U/L and Pt prolonged < 2S?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have any heart, lung, or kidney function abnormalities?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you experienced any major bleeding disorders of the digestive tract in the past?"",
    ""type"": 2
  },
  {
    ""question"": ""What is your white blood cell count (WBC) prior to medication?"",
    ""type"": 1
  },
  {
    ""question"": ""What is your platelet count (PLT) prior to medication?"",
    ""type"": 1
  },
  {
    ""question"": ""Have you provided signed informed consent?"",
    ""type"": 2
  }
]"
NCT05303844,Oncolytic Virotherapy Plus PD-1 Inhibitor for Patients With Refractory Malignant Ascites,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Pathologically diagnosed solid tumor malignancy.
* Malignant peritoneal ascites confirmed by peritoneal brush cytology.
* Failures from chemotherapy against malignant ascites.
* Cooperative Oncology Group-Status (ECOG Status) 0 or 1

","[""Have you provided written informed consent for participation in this study?"", ""At the time of study entry, are you at least 18 years of age?"", ""Have you been pathologically diagnosed with a solid tumor malignancy?"", ""Has malignant peritoneal ascites been confirmed by peritoneal brush cytology?"", ""Have you experienced failures in chemotherapy treatments for malignant ascites?"", ""What is your Cooperative Oncology Group-Status (ECOG Status)?""]"
NCT04517292,Eribulin Plus Cisplatin Versus Gemcitabine Plus Cisplatin in Triple Negative Breast Cancer (TNBC),"

1. Females with age between 18 and 70 years old
2. Histological proven unresectable recurrent or advanced breast cancer, including de novo stage IV disease.
3. Triple-negative for estrogen receptor (ER), progestogen receptor (PR), and human epithelial receptor-2 (HER2) by immunohistochemistry (ER \<1%, PR \<1% and Her2 negative). A negative Her2 gene amplification should be verified by FISH test for those patients with Her2 (2+). For those with Her2 (1+), FISH test might be considered by the investigator.
4. No prior chemotherapy for metastatic breast cancer is permitted. Prior administration of chemotherapy in the adjuvant/neoadjuvant setting is acceptable if completed 6 months before the enrollment.
5. At least one measurable disease according to the response evaluation criteria in solid tumor (RECIST 1.1)
6. Performance status no more than 1
7. All patients enrolled are required to have adequate hematologic, hepatic, and renal function
8. Life expectancy longer than 12 weeks
9. No serious medical history of heart, lung, liver and kidney
10. Be able to understand the study procedures and sign informed consent.
11. Patients with good compliance.

","[
  {
    ""question"": ""Are you a female aged between 18 and 70 years old?"",
    ""type"": 2
  },
  {
    ""question"": ""Has your breast cancer been histologically proven to be unresectable, recurrent, or advanced?"",
    ""type"": 2
  },
  {
    ""question"": ""Is your breast cancer triple-negative for estrogen receptor (ER), progestogen receptor (PR), and human epithelial receptor-2 (HER2) by immunohistochemistry?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you received any prior chemotherapy for metastatic breast cancer?"",
    ""type"": 2
  },
  {
    ""question"": ""Has it been at least 6 months since you completed chemotherapy in the adjuvant/neoadjuvant setting?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have at least one measurable disease according to RECIST 1.1?"",
    ""type"": 2
  },
  {
    ""question"": ""Does your performance status fall no more than 1?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have adequate hematologic, hepatic, and renal function?"",
    ""type"": 2
  },
  {
    ""question"": ""Is your life expectancy longer than 12 weeks?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have a serious medical history of heart, lung, liver, and kidney?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you able to understand the study procedures and sign informed consent?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have good compliance?"",
    ""type"": 2
  }
]"
NCT04608240,Surgical Pleth Index: Predicting the Optimal Timing for Tracheal Intubation During General Anesthesia,"

* American Society of Anesthesiology physical status (ASA) 1-2
* Patients aged 18-80 years undergoing non-emergency anesthesia

","[""Are you between the ages of 18 and 80 years?"", ""Do you have any chronic diseases that may affect your surgery or anesthesia?"", ""Are you currently experiencing any major medical conditions?"", ""Have you ever had any problems with anesthesia in the past?"", ""Are you allergic to any medications commonly used during anesthesia?"", ""Can you follow instructions and cooperate during the anesthesia process?"", ""What is your American Society of Anesthesiology physical status (ASA) classification?""]"
NCT05193292,Camrelizumab Combined With Trastuzumab and Chemotherapy in Patients With HER2-positive Advanced Colorectal Cancer,"

1. Subjects has voluntarily agreed to sign the informed consent and have good compliance and are willing to cooperate with follow-up.
2. Age 18 years or older, male or female.
3. Have a life expectancy of at least 3 months.
4. Histologically confirmed diagnosis of unresectable recurrent or metastatic HER2 positive colorectal cancer.
5. HER2 positivity defined as the colorectal cancer-specific HERACLES diagnostic criteria or NGS sequencing of tumor tissue/blood samples showed HER2 amplification.
6. Patients have not received systemic anti-cancer treatment in the past or had disease progression more than 6 months after receiving after (neo)adjuvant treatment could be enrolled or failure of first-line therapy or completion of (new) adjuvant therapy to disease recurrence less than 6 months.
7. At least one measurable or evaluable lesion, as defined by RECIST 1.1 criteria.
8. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
9. The functional level of the major organs must meet the following requirements:(1)Blood routine: neutrophils (ANC) ≥1.5×10\^9/L; platelet count (PLT)≥90×10\^9/L; hemoglobin (Hb) ≥90 g/L; (2)Blood biochemistry: TBIL≤1.5×ULN; ALT and AST≤2.5×ULN; Cr≤1.5×ULN and creatinine clearance≥50 mL/min (Cockcroft-Gault formula); for subjects with liver metastasis: TBIL≤3×ULN; ALT and AST≤5×ULN; (3)Patients was not receiving anticoagulation therapy (INR ≤ 1.5 or aPTT ≤ 1.5 × ULN). If the patient received prophylactic anticoagulation therapy and the INR ≤ 2 × ULN within 14 days before the start of the study and the aPTT/PPT is within the normal range could be enrolled; (4)Left ventricular ejection fraction (LVEF) ≥55% (within 28 days).
10. Female subjects of childbearing age or male subjects whose sexual partners are females of childbearing age must take effective contraceptive measures throughout the treatment period and 6 months after the treatment period.

","```json
[
  {
    ""question"": ""Have you voluntarily agreed to sign the informed consent and do you have good compliance?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you 18 years or older and of either gender?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have a life expectancy of at least 3 months?"",
    ""type"": 2
  },
  {
    ""question"": ""Has your colorectal cancer been histologically confirmed as unresectable, recurrent, or metastatic, and is it HER2 positive?"",
    ""type"": 2
  },
  {
    ""question"": ""Has the HER2 positivity been defined by the HERACLES diagnostic criteria for colorectal cancer or through NGS sequencing of your tumor tissue/blood samples showing HER2 amplification?"",
    ""type"": 2
  },
  {
    ""question"": ""Have you received systemic anti-cancer treatment in the past, or if you had disease progression more than 6 months after receiving (neo)adjuvant treatment, or do you have failure of first-line therapy or completion of (new) adjuvant therapy to disease recurrence less than 6 months?"",
    ""type"": 2
  },
  {
    ""question"": ""Do you have at least one measurable or evaluable lesion, as defined by RECIST 1.1 criteria?"",
    ""type"": 2
  },
  {
    ""question"": ""Does your Eastern Cooperative Oncology Group (ECOG) performance status fall under 0 or 1?"",
    ""type"": 2
  },
  {
    ""question"": ""Do your major organs meet the functional requirements, including a blood routine with ANC ≥1.5×10^9/L, PLT ≥90×10^9/L, Hb ≥90 g/L, and a blood biochemistry with TBIL ≤1.5×ULN, ALT and AST ≤2.5×ULN, Cr ≤1.5×ULN with a creatinine clearance of ≥50 mL/min (Cockcroft-Gault formula)?"",
    ""type"": 2
  },
  {
    ""question"": ""Are you currently receiving anticoagulation therapy, or if so, is your INR ≤ 1.5 or aPTT ≤ 1.5 × ULN?"",
    ""type"": 2
  },
  {
    ""question"": ""If you are a female subject of childbearing age or a male subject with a sexual partner of childbearing age, have you taken effective contraceptive measures throughout the treatment period and for 6 months after the treatment period?"",
    ""type"": 2
  },
  {
    ""question"": ""Has the left ventricular ejection fraction (LVEF) been determined to be ≥55% within the last 28 days?"",
    ""type"": 2
  }
]
```"
