nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT05897268,Cryoablation Combined With Tislelizumab Plus Lenvatinib in 1L Treatment of Advanced HCC (CASTLE-10),"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Hepatocellular carcinoma confirmed by histology/cytology.
* No systematic anti-tumor treatment has been performed.(End of postoperative adjuvant chemotherapy for more than 6 months allowed).
* Barcelona Clinic Liver Cancer stage C. BCLC stage B, not suitable for radical surgery and/or local treatment.
* At least one measurable site of disease as defined by RECIST v1.1 with spiral CT scan or MRI.
* Child-Pugh: \<=7
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided written informed consent for participation in this study?"", ""What is your age at the time of study entry?"", ""Has your hepatocellular carcinoma been confirmed by histology/cytology?"", ""Have you undergone any systematic anti-tumor treatment prior to study entry?"", ""What is the Barcelona Clinic Liver Cancer stage of your disease?"", ""Do you have at least one measurable site of disease as defined by RECIST v1.1?"", ""What is your Child-Pugh score?"", ""What is your Performance Status (PS) according to the ECOG scale?"", ""How many weeks is your life expectancy?"", ""What is your absolute neutrophil count?"", ""What are your platelet levels?"", ""What is the level of Total bilirubin in your blood?"", ""What are the levels of Aspartate Aminotransferase (SGOT) and Alanine aminotransferase (SGPT) in your blood?"", ""What is your International normalized ratio (INR)?"", ""What is the level of Albumin in your blood?"", ""What is the level of Serum Creatinine in your blood?"", ""For female patients with reproductive potential, do you have a negative urine or serum pregnancy test within 7 days prior to the start of the trial?"", ""Are you willing and able to comply with the protocol for the duration of the study, including undergoing treatment, adherence to contraceptive measures, scheduled visits, and examinations?""]"
NCT05575804,GQ1001 Combined With Pyrotinib for Treatment With HER2 Positive Metastatic Breast Cancer,"

1. Ability to understand and the willingness to provide written informed consent.
2. Men or women aged 18-75.
3. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
4. Life expectancy greater than 3 months.
5. Left ventricular ejection fraction (LVEF) ≥50%.
6. Histopathological and/or cytological confirmed Her2-positive locally advanced or metastatic breast cancer (IHC3+, or IHC2+ and ISH+)
7. Failure for at least 1 line of standard systemic treatment for metastatic disease. Meet one of the following conditions:

1) Recurrent within 12 months after completing or during neoadjuvant/ adjuvant therapy (the regimens contain trastuzumab or its biosimilar with pertuzumab or not).

2) Received at least one treatment with trastuzumab or its biosimilar ±pertuzumab (monotherapy or in combination with other drugs) for recurrent or metastatic disease.

8. Previous exposure to taxanes. 9. Having at least one measurable lesion according to RECIST 1.1 . 10. Having sufficient bone marrow, liver and kidney functions: white blood cell count≥ 3×109/L; Absolute neutrophil count ≥ 1.5×109/L; Platelet count ≥ 100×109/L; Hemoglobin ≥ 9.0 g/dL with no blood transfusion in the past 28 days; Total bilirubin ≤ 1.5 x the upper limit of normal (ULN); AST and ALT ≤ 3.0 x ULN (or ≤ 5.0 x ULN in the presence of liver metastases); Serum creatinine ≤1.5 x ULN; Coagulation function (prothrombin time and activated partial thromboplastin time ≤1.5 x ULN); 11. Adequate wash-out periods: Major surgery ≥4 weeks; radiotherapy ≥4 weeks; targeted therapy or chemotherapy≥4 weeks; endocrine therapy≥2 weeks; targeted therapy and endocrine therapy≥2 weeks; mAbs and immunotherapy ≥4 weeks; Any investigational agents≥4 weeks; potent CYP3A4 inhibitor≥3\*t1/2 weeks.

12. Female subjects must meet the following conditions: infertility or fertility and use high-efficiency contraceptive measures during the study and for 6 months following the last dose of the study drug infusion.

","[""Are you able to understand and willing to provide written informed consent?"", ""What is your age, between 18 and 75?"", ""What is your ECOG performance status? 0 or 1?"", ""How long is your expected lifespan, more than 3 months?"", ""What is your LVEF, \u226550%?"", ""Have you been histopathologically and/or cytologically confirmed with Her2-positive locally advanced or metastatic breast cancer (IHC3+, or IHC2+ and ISH+)?"", ""Have you failed at least one line of standard systemic treatment for metastatic disease and meet one of the following conditions?"", ""Recurred within 12 months after completing or during neoadjuvant/adjuvant therapy (the regimens contain trastuzumab or its biosimilar with pertuzumab or not)?"", ""Received at least one treatment with trastuzumab or its biosimilar \u00b1pertuzumab (monotherapy or in combination with other drugs) for recurrent or metastatic disease?"", ""Have you had previous exposure to taxanes?"", ""How many measurable lesions do you have according to RECIST 1.1?"", ""Do you have sufficient bone marrow, liver, and kidney functions?"", ""What is your white blood cell count, \u22653\u00d710\u2079/L?"", ""What is your absolute neutrophil count, \u22651.5\u00d710\u2079/L?"", ""What is your platelet count, \u2265100\u00d710\u2079/L?"", ""What is your hemoglobin level, \u22659.0 g/dL without blood transfusion in the past 28 days?"", ""What is your total bilirubin level, \u22641.5 x the upper limit of normal (ULN)?"", ""What is your AST and ALT level, \u22643.0 x ULN (or \u22645.0 x ULN in the presence of liver metastases)?"", ""What is your serum creatinine level, \u22641.5 x ULN?"", ""What is your coagulation function (prothrombin time and activated partial thromboplastin time), \u22641.5 x ULN?"", ""Do you have adequate wash-out periods?"", ""How long has it been since your major surgery, \u22654 weeks?"", ""How long has it been since your radiotherapy, \u22654 weeks?"", ""How long has it been since your targeted therapy or chemotherapy, \u22654 weeks?"", ""How long has it been since your endocrine therapy, \u22652 weeks?"", ""How long has it been since your targeted therapy and endocrine therapy, \u22652 weeks?"", ""How long has it been since your mAbs and immunotherapy, \u22654 weeks?"", ""How long has it been since any investigational agents, \u22654 weeks?"", ""How long has it been since your potent CYP3A4 inhibitor, \u22653*t1/2 weeks?""]"
NCT05948072,Cetuximab+mFOLFOX6 VS. mFOLFOX6 Alone in RAS/BRAF Wild Type Patients With High-Risk Resectable CRLM,"

1. Histological proof of colorectal adenocarcinoma;
2. Age ≥ 18 years and ≤75 years;
3. RAS wild type；
4. CRS≥3；
5. Simultaneous liver-limited metastases;
6. At least one measurable liver metastases;
7. World Health Organization (WHO) performance status 0-1;
8. Life expectancy ≥ 3 months;
9. Adequate hematologic function: absolute neutrophil count (ANC)≥1.5×109/l, platelets≥100×109/l, and hemoglobin(HB) ≥ 9g/dl;
10. Adequate liver and renal function: total bilirubin ≤2.0 mg/dl, serum transaminases ≤ 5x upper limit of normal(ULN), and serum creatinine ≤ 1.5x ULN and creatinine clearance ≥ 30 ml/min;
11. Written informed consent.

","[""Do you have a histological proof of colorectal adenocarcinoma?"", ""What is your age, ranging from 18 to 75 years old?"", ""Is your RAS wild type?"", ""What is your CRS score, ensuring it is 3 or above?"", ""Do you have simultaneous liver-limited metastases?"", ""Can you identify at least one measurable liver metastasis?"", ""What is your World Health Organization (WHO) performance status, between 0 and 1?"", ""How long is your expected lifespan, ensuring it is at least 3 months?"", ""Do you have adequate hematologic function?"", ""What is your absolute neutrophil count (ANC), ensuring it is 1.5\u00d710^9/L or above?"", ""What is your platelets count, ensuring it is 100\u00d710^9/L or above?"", ""What is your hemoglobin (HB) level, ensuring it is 9g/dl or above?"", ""Do you have adequate liver and renal function?"", ""What is your total bilirubin level, ensuring it is 2.0 mg/dl or below?"", ""What is your serum transaminases level, ensuring it is 5x upper limit of normal (ULN) or below?"", ""What is your serum creatinine level, ensuring it is 1.5x ULN or below?"", ""What is your creatinine clearance, ensuring it is 30 ml/min or above?"", ""Have you provided written informed consent?""]"
NCT05161572,Perioperative Chemoimmunotherapy With/Without Preoperative Chemoradiation for Locally Advanced Gastric Cancer,"

1. Histopathologically confirmed gastric adenocarcinoma (G) or gastroesophageal junction adenocarcinoma (GEJ, excluding Siewert type I).
2. The clinical stage of the enrolled patients was cT3-4aN+M0 or cT4bNanyM0. Patients with a CY1 status but no other distant metastasis were allowed for patient recruitment. The clinical stage of CY1 patients is cT3-4aN+M1 (CY1 only) or cT4bNanyM1 (CY1 only) (the 8th AJCC staging system of GC).
3. The tumor was considered to be potentially resectable, which was verified by a multidisciplinary team including a surgical investigator.
4. At least one evaluable lesion on abdominal CT/MRI according to the RESIST 1.1 protocol is required.
5. An ECOG (Eastern Cooperative Oncology Group) performance status of 0-1.
6. The patient's physical state and organ function can tolerate the planned treatment of the study protocol, including perioperative chemotherapy with the SOX regimen and immunotherapy with PD-1 monoclonal antibody, preoperative concurrent chemoradiotherapy (45 Gy/25 fractions/S-1), and major abdominal surgery.
7. The baseline laboratory examinations of the patients met the following criteria:

   1. An adequate hematological function: an absolute neutrophil count (ANC) ≥ 1.5×109/L; a platelet count ≥ 100×109/L; a hemoglobin level ≥ 90 g/L.
   2. Adequate liver function: total bilirubin ≤ 1.5×upper limit of normal (ULN); AST/ALT \< 2.5×ULN; ALP ≤ 2.5×ULN; ALB ≥ 30 g/L.
   3. Adequate renal function: serum creatinine ≤ 1.5 × ULN; creatinine clearance rate ≥ 60 ml/min.
   4. Adequate coagulation function: INR/PT ≤ 1.5×ULN; APTT ≤ 1.5×ULN.
8. There was no serious concomitant disease, and the patient's life expectancy was more than 6 months.
9. Male or female. Age ≥ 18 years and ≤ 75 years.
10. Patients agreed to sign a written informed consent before recruitment.
11. Patients had good compliance with the study procedures, including laboratory examinations, auxiliary examinations and treatment.
12. The female patients should not be pregnant or breastfeeding.
13. The female patients agreed to take contraceptive measures during the treatment and within 120 days after the last dose of PD-1 mAb or 180 days after the last dose of chemotherapy or radiotherapy.

","[""Have you been histopathologically confirmed to have gastric adenocarcinoma (G) or gastroesophageal junction adenocarcinoma (GEJ, excluding Siewert type I)?"", ""What is the clinical stage of your cancer according to the 8th AJCC staging system?"", ""Is your tumor considered potentially resectable by a multidisciplinary team including a surgical investigator?"", ""How many evaluable lesions do you have on abdominal CT/MRI according to the RESIST 1.1 protocol?"", ""What is your ECOG performance status?"", ""Can your physical state and organ function tolerate the planned treatment of the study protocol?"", ""What are the results of your baseline laboratory examinations?"", ""Do you have any serious concomitant disease?"", ""What is your age range (in years) that qualifies you for this study?"", ""Have you signed a written informed consent for this study?"", ""Can you comply with the study procedures, including laboratory examinations, auxiliary examinations, and treatment?"", ""Are you a male or female patient?"", ""As a female patient, are you pregnant or breastfeeding?"", ""As a female patient, have you agreed to take contraceptive measures during the treatment and within 120 days after the last dose of PD-1 mAb or 180 days after the last dose of chemotherapy or radiotherapy?""]"
NCT04582968,Pyrotinib Combined With Brain Radiotherapy in Breast Cancer Patients With Brain Metastases,"

1. Pathologically confirmed HER2 positive advanced breast cancer
2. Age\>18 years. brain metastases confirmed by enhanced brain MRI
3. KPS≥70
4. Life expectancy of more than 12 weeks
5. Prior therapy of oral dexamethasone not exceeding 16mg/d
6. Time interval from prior therapy was more than 2 weeks, and evaluation of adverse events is no more than grade 1.
7. Maximum diameter of intracranial metastases is less than 3cm measured by enhanced brain MRI(2-3mm)
8. Prior endocrine therapy were allowed
9. Anti-Her2 targeted treatment were allowed
10. Screening laboratory values must meet the following criteria( and should be obtained within 28 days prior to registration):

    1. Absolute Neutrophil Count (ANC) ≥ 1.5 x 109/L, Platelets≥ 90 x 109/L, Hemoglobin ≥ 90 g/L
    2. Aspartate aminotransferase/alanine aminotransferase (AST/ALT) ≤2.5 x ULN without liver metastasis,≤ 5 x ULN with liver metastases
    3. Serum BUN and creatinine ≤ 1.5 x Upper Limit of Normal (ULN)
    4. LVEF ≥ 50%
    5. QTcF \< 480 ms
    6. INR≤1.5×ULN，APTT≤1.5×ULN
11. Signed the informed consent form prior to patient entry

","[""Has your breast cancer been pathologically confirmed to be HER2 positive and advanced?"", ""How old are you?"", ""Does your brain metastasis meet the criteria of being confirmed by enhanced brain MRI?"", ""What is your KPS score?"", ""How much longer do you expect to live, in weeks?"", ""Have you been taking oral dexamethasone prior to this, and if so, not more than how much per day?"", ""How much time has passed since your last therapy, and what is the highest grade of adverse event you've had?"", ""The maximum diameter of your intracranial metastases must be less than 3cm measured by enhanced brain MRI. Is it less than 3cm?"", ""Have you had prior endocrine therapy?"", ""Have you had anti-Her2 targeted treatment before?"", ""Please provide the results of the following laboratory values within the last 28 days prior to registration: ANC, Platelets, Hemoglobin, AST/ALT, Serum BUN and creatinine, LVEF, QTcF, INR, APTT."", ""Have you signed the informed consent form prior to entering the study?""]"
NCT04782804,Adjuvant PD-1 Antibody in Combination With Capecitabine for Patients With ICC at High-Risk of Postoperative Recurrence,"

* Post R0 resection, pathologically confirmed intrahepatic cholangiocarcinoma.Patients were also pathologically confirmed to have any of the following high-risk factors (ie, positive resection margins, positive lymph nodes, positive perineural invasion, and intrahepatic cholangiocarcinoma \> 5cm in diameter;
* No history of any chemotherapy, radiotherapy, immunotherapy and interventional treatment prior to surgical resection;
* ECoG score 0-1 points;
* Liver function before medication child a, blood routine: WBC \> 2.5 \* 109 / L, PLT \> 60 \* 109 / L, coagulopathy: Pt prolonged \< 2S, ALT \< 150u / L;
* No heart, lung, or kidney function abnormalities were observed;
* No history of major bleeding disorders of the digestive tract;
* Signed informed consent;

","[""Have you undergone a post-R0 resection for intrahepatic cholangiocarcinoma, with pathological confirmation of the disease?"", ""Prior to your surgical resection, had you received any chemotherapy, radiotherapy, immunotherapy, or interventional treatment?"", ""What is your ECoG score?"", ""Before medication, what was your liver function status as indicated by the Child-Pugh score?"", ""What is your white blood cell count (WBC) prior to medication?"", ""What is your platelet count (PLT) prior to medication?"", ""What is your prothrombin time (Pt) status prior to medication?"", ""What is your alanine aminotransferase (ALT) level prior to medication?"", ""Are there any heart, lung, or kidney function abnormalities observed in your case?"", ""Do you have a history of major bleeding disorders of the digestive tract?"", ""Have you provided signed informed consent for participation in the study?""]"
NCT05303844,Oncolytic Virotherapy Plus PD-1 Inhibitor for Patients With Refractory Malignant Ascites,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Pathologically diagnosed solid tumor malignancy.
* Malignant peritoneal ascites confirmed by peritoneal brush cytology.
* Failures from chemotherapy against malignant ascites.
* Cooperative Oncology Group-Status (ECOG Status) 0 or 1

","[""Have you provided written informed consent for participation in this study?"", ""What is your age at the time of study entry?"", ""Have you been pathologically diagnosed with a solid tumor malignancy?"", ""Has malignant peritoneal ascites been confirmed by peritoneal brush cytology?"", ""Have you failed previous chemotherapy treatments for malignant ascites?"", ""What is your ECOG Status (0 or 1)?""]"
NCT04517292,Eribulin Plus Cisplatin Versus Gemcitabine Plus Cisplatin in Triple Negative Breast Cancer (TNBC),"

1. Females with age between 18 and 70 years old
2. Histological proven unresectable recurrent or advanced breast cancer, including de novo stage IV disease.
3. Triple-negative for estrogen receptor (ER), progestogen receptor (PR), and human epithelial receptor-2 (HER2) by immunohistochemistry (ER \<1%, PR \<1% and Her2 negative). A negative Her2 gene amplification should be verified by FISH test for those patients with Her2 (2+). For those with Her2 (1+), FISH test might be considered by the investigator.
4. No prior chemotherapy for metastatic breast cancer is permitted. Prior administration of chemotherapy in the adjuvant/neoadjuvant setting is acceptable if completed 6 months before the enrollment.
5. At least one measurable disease according to the response evaluation criteria in solid tumor (RECIST 1.1)
6. Performance status no more than 1
7. All patients enrolled are required to have adequate hematologic, hepatic, and renal function
8. Life expectancy longer than 12 weeks
9. No serious medical history of heart, lung, liver and kidney
10. Be able to understand the study procedures and sign informed consent.
11. Patients with good compliance.

","[""Are you a female between the ages of 18 and 70?"", ""Have you been histologically diagnosed with unresectable recurrent or advanced breast cancer?"", ""Is your breast cancer triple-negative for estrogen receptor (ER), progestogen receptor (PR), and human epithelial receptor-2 (HER2) by immunohistochemistry?"", ""How many months have passed since your last chemotherapy treatment for metastatic breast cancer?"", ""Do you have at least one measurable disease according to RECIST 1.1 criteria?"", ""What is your performance status according to the Eastern Cooperative Oncology Group (ECOG) scale?"", ""Do you have adequate hematologic, hepatic, and renal function?"", ""How many weeks is your expected lifespan?"", ""Do you have a serious medical history of heart, lung, liver, and kidney diseases?"", ""Can you understand the study procedures and sign the informed consent?"", ""How compliant are you with medical instructions and procedures?""]"
NCT04608240,Surgical Pleth Index: Predicting the Optimal Timing for Tracheal Intubation During General Anesthesia,"

* American Society of Anesthesiology physical status (ASA) 1-2
* Patients aged 18-80 years undergoing non-emergency anesthesia

","[""What is your American Society of Anesthesiology physical status (ASA) classification?"", ""How old are you?"", ""Are you between the ages of 18-80 years?"", ""Are you undergoing non-emergency anesthesia?""]"
NCT05193292,Camrelizumab Combined With Trastuzumab and Chemotherapy in Patients With HER2-positive Advanced Colorectal Cancer,"

1. Subjects has voluntarily agreed to sign the informed consent and have good compliance and are willing to cooperate with follow-up.
2. Age 18 years or older, male or female.
3. Have a life expectancy of at least 3 months.
4. Histologically confirmed diagnosis of unresectable recurrent or metastatic HER2 positive colorectal cancer.
5. HER2 positivity defined as the colorectal cancer-specific HERACLES diagnostic criteria or NGS sequencing of tumor tissue/blood samples showed HER2 amplification.
6. Patients have not received systemic anti-cancer treatment in the past or had disease progression more than 6 months after receiving after (neo)adjuvant treatment could be enrolled or failure of first-line therapy or completion of (new) adjuvant therapy to disease recurrence less than 6 months.
7. At least one measurable or evaluable lesion, as defined by RECIST 1.1 criteria.
8. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
9. The functional level of the major organs must meet the following requirements:(1)Blood routine: neutrophils (ANC) ≥1.5×10\^9/L; platelet count (PLT)≥90×10\^9/L; hemoglobin (Hb) ≥90 g/L; (2)Blood biochemistry: TBIL≤1.5×ULN; ALT and AST≤2.5×ULN; Cr≤1.5×ULN and creatinine clearance≥50 mL/min (Cockcroft-Gault formula); for subjects with liver metastasis: TBIL≤3×ULN; ALT and AST≤5×ULN; (3)Patients was not receiving anticoagulation therapy (INR ≤ 1.5 or aPTT ≤ 1.5 × ULN). If the patient received prophylactic anticoagulation therapy and the INR ≤ 2 × ULN within 14 days before the start of the study and the aPTT/PPT is within the normal range could be enrolled; (4)Left ventricular ejection fraction (LVEF) ≥55% (within 28 days).
10. Female subjects of childbearing age or male subjects whose sexual partners are females of childbearing age must take effective contraceptive measures throughout the treatment period and 6 months after the treatment period.

","[""Have you voluntarily agreed to sign the informed consent and do you have good compliance and willingness to cooperate with follow-up?"", ""What is your age, either 18 years or older, and are you male or female?"", ""What is your life expectancy? Is it at least 3 months?"", ""Do you have a histologically confirmed diagnosis of unresectable recurrent or metastatic HER2 positive colorectal cancer?"", ""HER2 positivity is defined as meeting the colorectal cancer-specific HERACLES diagnostic criteria or NGS sequencing of tumor tissue/blood samples showing HER2 amplification. Does this describe your condition?"", ""Have you received systemic anti-cancer treatment in the past or had disease progression more than 6 months after receiving (neo)adjuvant treatment, or failed first-line therapy, or completed (new) adjuvant therapy to disease recurrence less than 6 months?"", ""Do you have at least one measurable or evaluable lesion, as defined by RECIST 1.1 criteria?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status? Is it 0 or 1?"", ""The functional level of your major organs must meet certain requirements. For instance, your blood routine should show neutrophils (ANC) \u22651.5\u00d710^9/L; platelet count (PLT)\u226590\u00d710^9/L; hemoglobin (Hb) \u226590 g/L. Does this describe your current blood status?"", ""In terms of blood biochemistry, your TBIL should be \u22641.5\u00d7ULN; ALT and AST \u22642.5\u00d7ULN; Cr \u22641.5\u00d7ULN and creatinine clearance \u226550 mL/min (Cockcroft-Gault formula). For patients with liver metastasis, TBIL should be \u22643\u00d7ULN; ALT and AST \u22645\u00d7ULN. Does this describe your current liver function?"", ""Are you receiving anticoagulation therapy? If so, what is your INR value? (An INR \u2264 1.5 or aPTT \u2264 1.5 \u00d7 ULN is acceptable)"", ""If you are on prophylactic anticoagulation therapy, has your INR been \u2264 2 \u00d7 ULN within 14 days before the start of the study and is your aPTT/PPT within the normal range?"", ""Your left ventricular ejection fraction (LVEF) must be \u226555% (within 28 days). Is this true for you?"", ""If you are a female subject of childbearing age or the male subject whose sexual partner is a female of childbearing age, what effective contraceptive measures have you taken throughout the treatment period and 6 months after the treatment period?""]"
NCT05406804,Olfactory Stimulation for Very Low Birth Weight Infants,"

* Gestational age at birth \<32 weeks;
* Birth weight \< 1500 g;
* Admission to hospital within 24 hours after birth;
* Mother can provide breast milk

","[""What is your gestational age at birth in weeks?"", ""What is your birth weight in grams?"", ""Did you require admission to hospital within 24 hours after birth?"", ""Is your mother able to provide breast milk?""]"
NCT06177301,Tislelizumab Plus GX Versus Tislelizumab Plus GP in the Treatment of R/M NPC,"

1. Histological or cytological examination confirmed recurrence or metastasis of nasopharyngeal carcinoma;
2. Patients who have not previously received systemic treatment for recurrent or metastatic diseases (For patients who have previously received induction chemotherapy, adjuvant chemotherapy or concurrent chemoradiotherapy, patients who relapsed at least 6 months after the cessation of chemotherapy can be enrolled).
3. Age: 18-75 years old, male or female;
4. Perfomance Status: 0\~1;
5. At least one measurable lesion (according to RECIST v1.1, long diameter of measurable lesion scanned by spiral CT should be ≥ 10 mm or short diameter of swollen lymph node should be ≥ 15 mm; according to RECIST vl.1 standards, a previously treated lesion with local treatment can be used as target lesions after clear progress);
6. Blood routine examination: 1) Hemoglobin (HB)≥ 90g / L; 2) Neutrophil count (ANC) ≥ 1.5 × 109 / L; 3) platelets (PLT) ≥ 80 × 109 / L;
7. Liver function: 1) Serum total bilirubin (BIL) ≤ 1.5 times the upper limit of normal (ULN); 2) alanine aminotransferase (ALT), aspartate aminotransferase (AST\])\< 2.5 × ULN; if liver metastasis, ALT and AST ≤ 5 × ULN; Renal function: Albumin ≥ 28g / L ；Serum creatinine (Cr) ≤ 1.5 × ULN，or creatinine clearance rate ≥ 60 ml / min ;
8. Coagulation function : APTT and international normalized ratio (INR)\< 1.5 × UNL;
9. Patients of childbearing age agree to take appropriate contraceptive measures. Serum pregnancy test was negative in women of childbearing age within 2 weeks before enrollment.
10. Patients agree to provide pathological tissue specimens (wax blocks or paraffin tissue sections 5-10 pieces) ;
11. Expected survival ≥ 3 months;
12. Patients volunteered to participate in this study and signed informed consent;

","[""Has your nasopharyngeal carcinoma recurred or metastasized?"", ""Have you received any systemic treatment for your recurrent or metastatic disease?"", ""What is your age?"", ""What is your performance status (ECOG)"", ""Please indicate the longest diameter of your measurable lesion scanned by spiral CT (in mm)"", ""Please indicate the short diameter of your swollen lymph node (in mm)"", ""What is your hemoglobin level (HB)?"", ""What is your neutrophil count (ANC)?"", ""What is your platelet count (PLT)?"", ""What is your serum total bilirubin level (BIL)?"", ""What is your alanine aminotransferase (ALT) level?"", ""What is your aspartate aminotransferase (AST) level?"", ""What is your serum creatinine level (Cr)?"", ""What is your creatinine clearance rate?"", ""What is your APTT result?"", ""What is your INR result?"", ""Are you of childbearing age?"", ""Have you agreed to take appropriate contraceptive measures?"", ""Have you had a negative serum pregnancy test within the last 2 weeks?"", ""Are you willing to provide pathological tissue specimens?"", ""What is your expected survival time?"", ""Have you volunteered to participate in this study and signed the informed consent form?""]"
NCT06344767,Positive ER Expression Assessed by 18F-FES PET/CT in the MBC With ER-negative Primary Tumor,"

* Patients diagnosed with breast cancer (according to International Classification of Diseases 10th Revision) with confirmed metastasis, regardless of being de novo diagnosed or progressed from a nonmetastatic stage.
* MBC patients who underwent 18F-FES PET/CT at the Fudan University Shanghai Cancer Center between 2012 and 2023
* Patients diagnosed with primary ER-negative tumor and who were yet to receive any systemic therapy during the advanced stage

","[""Have you been diagnosed with breast cancer that has metastasized?"", ""Between 2012 and 2023, have you undergone 18F-FES PET/CT at the Fudan University Shanghai Cancer Center?"", ""Was your primary tumor ER-negative?"", ""At the time of your advanced stage diagnosis, had you received any systemic therapy?""]"
NCT05591144,Short-term Oral Steriods for Acute Tinnitus,"

1. 18-65 years old;
2. primary complaint of subjective tinnitus ≤ 3 months of duration;
3. a decline in auditory function by audiological assessments on the day of the test, of which a reduced distortion product otoacoustic emissions (DPOAE) amplitude in individuals with normal Pure tone audiometry (PTA) results;
4. a state of good general condition;
5. with good adherence to participation and signed informed consent.

","[""How old are you?"", ""Do you have a primary complaint of subjective tinnitus that has lasted for \u2264 3 months?"", ""Has there been a decline in your auditory function as indicated by reduced distortion product otoacoustic emissions (DPOAE) amplitude, despite having normal Pure tone audiometry (PTA) results on the day of the test?"", ""Are you in good general condition?"", ""Can you commit to participating in the study and have you signed the informed consent form?""]"
