nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT05897268,Cryoablation Combined With Tislelizumab Plus Lenvatinib in 1L Treatment of Advanced HCC (CASTLE-10),"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Hepatocellular carcinoma confirmed by histology/cytology.
* No systematic anti-tumor treatment has been performed.(End of postoperative adjuvant chemotherapy for more than 6 months allowed).
* Barcelona Clinic Liver Cancer stage C. BCLC stage B, not suitable for radical surgery and/or local treatment.
* At least one measurable site of disease as defined by RECIST v1.1 with spiral CT scan or MRI.
* Child-Pugh: \<=7
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided written informed consent for this study?"", ""What is your age at the time of study entry?"", ""Have you been diagnosed with hepatocellular carcinoma confirmed by histology/cytology?"", ""Have you received systematic anti-tumor treatment in the past?"", ""How many months have passed since the end of postoperative adjuvant chemotherapy?"", ""What is your Barcelona Clinic Liver Cancer (BCLC) stage?"", ""Do you have at least one measurable site of disease as defined by RECIST v1.1 with spiral CT scan or MRI?"", ""What is your Child-Pugh score?"", ""What is your performance status (PS) according to the ECOG scale?"", ""What is your life expectancy in weeks?"", ""What is your absolute neutrophil count?"", ""What is your platelet count?"", ""What is your total bilirubin level?"", ""What is your Aspartate Aminotransferase (SGOT) level?"", ""What is your Alanine aminotransferase (SGPT) level?"", ""What is your International normalized ratio (INR)?"", ""What is your albumin level?"", ""What is your serum creatinine level?"", ""What is your creatinine clearance (CrCl) according to the Cockcroft-Gault formula?"", ""Are you a female patient with reproductive potential? If so, have you had a negative urine or serum pregnancy test within 7 days prior to start of trial?"", ""Are you willing and able to comply with the protocol for the duration of the study?""]"
NCT05575804,GQ1001 Combined With Pyrotinib for Treatment With HER2 Positive Metastatic Breast Cancer,"

1. Ability to understand and the willingness to provide written informed consent.
2. Men or women aged 18-75.
3. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
4. Life expectancy greater than 3 months.
5. Left ventricular ejection fraction (LVEF) ≥50%.
6. Histopathological and/or cytological confirmed Her2-positive locally advanced or metastatic breast cancer (IHC3+, or IHC2+ and ISH+)
7. Failure for at least 1 line of standard systemic treatment for metastatic disease. Meet one of the following conditions:

1) Recurrent within 12 months after completing or during neoadjuvant/ adjuvant therapy (the regimens contain trastuzumab or its biosimilar with pertuzumab or not).

2) Received at least one treatment with trastuzumab or its biosimilar ±pertuzumab (monotherapy or in combination with other drugs) for recurrent or metastatic disease.

8. Previous exposure to taxanes. 9. Having at least one measurable lesion according to RECIST 1.1 . 10. Having sufficient bone marrow, liver and kidney functions: white blood cell count≥ 3×109/L; Absolute neutrophil count ≥ 1.5×109/L; Platelet count ≥ 100×109/L; Hemoglobin ≥ 9.0 g/dL with no blood transfusion in the past 28 days; Total bilirubin ≤ 1.5 x the upper limit of normal (ULN); AST and ALT ≤ 3.0 x ULN (or ≤ 5.0 x ULN in the presence of liver metastases); Serum creatinine ≤1.5 x ULN; Coagulation function (prothrombin time and activated partial thromboplastin time ≤1.5 x ULN); 11. Adequate wash-out periods: Major surgery ≥4 weeks; radiotherapy ≥4 weeks; targeted therapy or chemotherapy≥4 weeks; endocrine therapy≥2 weeks; targeted therapy and endocrine therapy≥2 weeks; mAbs and immunotherapy ≥4 weeks; Any investigational agents≥4 weeks; potent CYP3A4 inhibitor≥3\*t1/2 weeks.

12. Female subjects must meet the following conditions: infertility or fertility and use high-efficiency contraceptive measures during the study and for 6 months following the last dose of the study drug infusion.

","[""Are you willing to provide written informed consent?"", ""What is your age?"", ""What is your ECOG performance status?"", ""What is your life expectancy?"", ""What is your left ventricular ejection fraction (LVEF)?"", ""Have you been diagnosed with Her2-positive locally advanced or metastatic breast cancer?"", ""How many lines of standard systemic treatment for metastatic disease have you failed?"", ""Have you received treatment with trastuzumab or its biosimilar \u00b1pertuzumab for recurrent or metastatic disease?"", ""Have you been exposed to taxanes previously?"", ""Do you have at least one measurable lesion according to RECIST 1.1?"", ""What is your white blood cell count?"", ""What is your absolute neutrophil count?"", ""What is your platelet count?"", ""What is your hemoglobin level?"", ""What is your total bilirubin level?"", ""What is your AST and ALT level?"", ""What is your serum creatinine level?"", ""What is your prothrombin time and activated partial thromboplastin time?"", ""Have you had a major surgery within the past 4 weeks?"", ""Have you had radiotherapy within the past 4 weeks?"", ""Have you had targeted therapy or chemotherapy within the past 4 weeks?"", ""Have you had endocrine therapy within the past 2 weeks?"", ""Have you had targeted therapy and endocrine therapy within the past 2 weeks?"", ""Have you had mAbs and immunotherapy within the past 4 weeks?"", ""Have you had any investigational agents within the past 4 weeks?"", ""Have you had a potent CYP3A4 inhibitor within the past 3* t1/2 weeks?"", ""Are you female and infertile or using high-efficiency contraceptive measures during the study and for 6 months following the last dose of the study drug infusion?""]"
NCT05948072,Cetuximab+mFOLFOX6 VS. mFOLFOX6 Alone in RAS/BRAF Wild Type Patients With High-Risk Resectable CRLM,"

1. Histological proof of colorectal adenocarcinoma;
2. Age ≥ 18 years and ≤75 years;
3. RAS wild type；
4. CRS≥3；
5. Simultaneous liver-limited metastases;
6. At least one measurable liver metastases;
7. World Health Organization (WHO) performance status 0-1;
8. Life expectancy ≥ 3 months;
9. Adequate hematologic function: absolute neutrophil count (ANC)≥1.5×109/l, platelets≥100×109/l, and hemoglobin(HB) ≥ 9g/dl;
10. Adequate liver and renal function: total bilirubin ≤2.0 mg/dl, serum transaminases ≤ 5x upper limit of normal(ULN), and serum creatinine ≤ 1.5x ULN and creatinine clearance ≥ 30 ml/min;
11. Written informed consent.

","[""Have you been diagnosed with colorectal adenocarcinoma?"", ""What is your age?"", ""Is your RAS gene wild type?"", ""What is your Clinical Risk Score (CRS)?"", ""Do you have simultaneous liver-limited metastases?"", ""How many measurable liver metastases do you have?"", ""What is your World Health Organization (WHO) performance status?"", ""What is your life expectancy?"", ""What is your absolute neutrophil count (ANC)?"", ""What is your platelet count?"", ""What is your hemoglobin (HB) level?"", ""What is your total bilirubin level?"", ""What is your serum transaminases level?"", ""What is your serum creatinine level?"", ""What is your creatinine clearance?"", ""Have you given written informed consent?""]"
NCT05161572,Perioperative Chemoimmunotherapy With/Without Preoperative Chemoradiation for Locally Advanced Gastric Cancer,"

1. Histopathologically confirmed gastric adenocarcinoma (G) or gastroesophageal junction adenocarcinoma (GEJ, excluding Siewert type I).
2. The clinical stage of the enrolled patients was cT3-4aN+M0 or cT4bNanyM0. Patients with a CY1 status but no other distant metastasis were allowed for patient recruitment. The clinical stage of CY1 patients is cT3-4aN+M1 (CY1 only) or cT4bNanyM1 (CY1 only) (the 8th AJCC staging system of GC).
3. The tumor was considered to be potentially resectable, which was verified by a multidisciplinary team including a surgical investigator.
4. At least one evaluable lesion on abdominal CT/MRI according to the RESIST 1.1 protocol is required.
5. An ECOG (Eastern Cooperative Oncology Group) performance status of 0-1.
6. The patient's physical state and organ function can tolerate the planned treatment of the study protocol, including perioperative chemotherapy with the SOX regimen and immunotherapy with PD-1 monoclonal antibody, preoperative concurrent chemoradiotherapy (45 Gy/25 fractions/S-1), and major abdominal surgery.
7. The baseline laboratory examinations of the patients met the following criteria:

   1. An adequate hematological function: an absolute neutrophil count (ANC) ≥ 1.5×109/L; a platelet count ≥ 100×109/L; a hemoglobin level ≥ 90 g/L.
   2. Adequate liver function: total bilirubin ≤ 1.5×upper limit of normal (ULN); AST/ALT \< 2.5×ULN; ALP ≤ 2.5×ULN; ALB ≥ 30 g/L.
   3. Adequate renal function: serum creatinine ≤ 1.5 × ULN; creatinine clearance rate ≥ 60 ml/min.
   4. Adequate coagulation function: INR/PT ≤ 1.5×ULN; APTT ≤ 1.5×ULN.
8. There was no serious concomitant disease, and the patient's life expectancy was more than 6 months.
9. Male or female. Age ≥ 18 years and ≤ 75 years.
10. Patients agreed to sign a written informed consent before recruitment.
11. Patients had good compliance with the study procedures, including laboratory examinations, auxiliary examinations and treatment.
12. The female patients should not be pregnant or breastfeeding.
13. The female patients agreed to take contraceptive measures during the treatment and within 120 days after the last dose of PD-1 mAb or 180 days after the last dose of chemotherapy or radiotherapy.

","[""Have you been histopathologically confirmed with gastric adenocarcinoma (G) or gastroesophageal junction adenocarcinoma (GEJ, excluding Siewert type I)?"", ""What is your clinical stage of gastric cancer?"", ""Is your tumor considered to be potentially resectable by a multidisciplinary team including a surgical investigator?"", ""How many evaluable lesions do you have on abdominal CT/MRI according to the RESIST 1.1 protocol?"", ""What is your ECOG (Eastern Cooperative Oncology Group) performance status?"", ""Can your physical state and organ function tolerate the planned treatment of the study protocol?"", ""What is your absolute neutrophil count (ANC)?"", ""What is your total bilirubin level?"", ""Is your serum creatinine level \u2264 1.5 \u00d7 ULN?"", ""Do you have any serious concomitant disease?"", ""What is your life expectancy?"", ""Are you male or female?"", ""What is your age?"", ""Have you signed a written informed consent before recruitment?"", ""Do you have good compliance with the study procedures?"", ""Are you pregnant or breastfeeding?"", ""Will you take contraceptive measures during the treatment and within 120 days after the last dose of PD-1 mAb or 180 days after the last dose of chemotherapy or radiotherapy?""]"
NCT04582968,Pyrotinib Combined With Brain Radiotherapy in Breast Cancer Patients With Brain Metastases,"

1. Pathologically confirmed HER2 positive advanced breast cancer
2. Age\>18 years. brain metastases confirmed by enhanced brain MRI
3. KPS≥70
4. Life expectancy of more than 12 weeks
5. Prior therapy of oral dexamethasone not exceeding 16mg/d
6. Time interval from prior therapy was more than 2 weeks, and evaluation of adverse events is no more than grade 1.
7. Maximum diameter of intracranial metastases is less than 3cm measured by enhanced brain MRI(2-3mm)
8. Prior endocrine therapy were allowed
9. Anti-Her2 targeted treatment were allowed
10. Screening laboratory values must meet the following criteria( and should be obtained within 28 days prior to registration):

    1. Absolute Neutrophil Count (ANC) ≥ 1.5 x 109/L, Platelets≥ 90 x 109/L, Hemoglobin ≥ 90 g/L
    2. Aspartate aminotransferase/alanine aminotransferase (AST/ALT) ≤2.5 x ULN without liver metastasis,≤ 5 x ULN with liver metastases
    3. Serum BUN and creatinine ≤ 1.5 x Upper Limit of Normal (ULN)
    4. LVEF ≥ 50%
    5. QTcF \< 480 ms
    6. INR≤1.5×ULN，APTT≤1.5×ULN
11. Signed the informed consent form prior to patient entry

","[""Have you been pathologically confirmed to have HER2 positive advanced breast cancer?"", ""How old are you?"", ""Have you been confirmed to have brain metastases by enhanced brain MRI?"", ""What is your current KPS score?"", ""Do you have a life expectancy of more than 12 weeks?"", ""What is your current dose of oral dexamethasone per day?"", ""Have you had a time interval of more than 2 weeks since prior therapy?"", ""What is the maximum diameter of your intracranial metastases measured by enhanced brain MRI?"", ""Have you received prior endocrine therapy?"", ""Have you received prior anti-Her2 targeted treatment?"", ""What is your current Absolute Neutrophil Count (ANC)?"", ""What is your current Platelet count?"", ""What is your current Hemoglobin level?"", ""What is your current Aspartate aminotransferase/alanine aminotransferase (AST/ALT) level?"", ""Do you have liver metastasis?"", ""What is your current Serum BUN level?"", ""What is your current creatinine level?"", ""What is your current LVEF?"", ""What is your current QTcF?"", ""What is your current INR?"", ""What is your current APTT?"", ""Have you signed the informed consent form?""]"
NCT04782804,Adjuvant PD-1 Antibody in Combination With Capecitabine for Patients With ICC at High-Risk of Postoperative Recurrence,"

* Post R0 resection, pathologically confirmed intrahepatic cholangiocarcinoma.Patients were also pathologically confirmed to have any of the following high-risk factors (ie, positive resection margins, positive lymph nodes, positive perineural invasion, and intrahepatic cholangiocarcinoma \> 5cm in diameter;
* No history of any chemotherapy, radiotherapy, immunotherapy and interventional treatment prior to surgical resection;
* ECoG score 0-1 points;
* Liver function before medication child a, blood routine: WBC \> 2.5 \* 109 / L, PLT \> 60 \* 109 / L, coagulopathy: Pt prolonged \< 2S, ALT \< 150u / L;
* No heart, lung, or kidney function abnormalities were observed;
* No history of major bleeding disorders of the digestive tract;
* Signed informed consent;

","[""Have you been pathologically confirmed to have intrahepatic cholangiocarcinoma after post R0 resection?"", ""Do you have any of the following high-risk factors: positive resection margins, positive lymph nodes, positive perineural invasion, or intrahepatic cholangiocarcinoma > 5cm in diameter?"", ""Have you received any chemotherapy, radiotherapy, immunotherapy, or interventional treatment prior to surgical resection?"", ""What is your ECoG score?"", ""What is your WBC count?"", ""What is your PLT count?"", ""What is your Pt prolonged time?"", ""What is your ALT level?"", ""Do you have any heart function abnormalities?"", ""Do you have any lung function abnormalities?"", ""Do you have any kidney function abnormalities?"", ""Have you had any major bleeding disorders of the digestive tract?"", ""Have you signed informed consent?""]"
NCT05303844,Oncolytic Virotherapy Plus PD-1 Inhibitor for Patients With Refractory Malignant Ascites,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Pathologically diagnosed solid tumor malignancy.
* Malignant peritoneal ascites confirmed by peritoneal brush cytology.
* Failures from chemotherapy against malignant ascites.
* Cooperative Oncology Group-Status (ECOG Status) 0 or 1

","[""Have you provided written informed consent for this study?"", ""What is your age at the time of study entry?"", ""Have you been pathologically diagnosed with a solid tumor malignancy?"", ""Has your peritoneal ascites been confirmed by peritoneal brush cytology?"", ""Have you failed to respond to chemotherapy against your malignant ascites?"", ""What is your current ECOG (Eastern Cooperative Oncology Group) performance status?""]"
NCT04517292,Eribulin Plus Cisplatin Versus Gemcitabine Plus Cisplatin in Triple Negative Breast Cancer (TNBC),"

1. Females with age between 18 and 70 years old
2. Histological proven unresectable recurrent or advanced breast cancer, including de novo stage IV disease.
3. Triple-negative for estrogen receptor (ER), progestogen receptor (PR), and human epithelial receptor-2 (HER2) by immunohistochemistry (ER \<1%, PR \<1% and Her2 negative). A negative Her2 gene amplification should be verified by FISH test for those patients with Her2 (2+). For those with Her2 (1+), FISH test might be considered by the investigator.
4. No prior chemotherapy for metastatic breast cancer is permitted. Prior administration of chemotherapy in the adjuvant/neoadjuvant setting is acceptable if completed 6 months before the enrollment.
5. At least one measurable disease according to the response evaluation criteria in solid tumor (RECIST 1.1)
6. Performance status no more than 1
7. All patients enrolled are required to have adequate hematologic, hepatic, and renal function
8. Life expectancy longer than 12 weeks
9. No serious medical history of heart, lung, liver and kidney
10. Be able to understand the study procedures and sign informed consent.
11. Patients with good compliance.

","[""What is your age?"", ""Have you been diagnosed with unresectable recurrent or advanced breast cancer?"", ""What is your estrogen receptor (ER) status?"", ""What is your progestogen receptor (PR) status?"", ""What is your human epithelial receptor-2 (HER2) status?"", ""Have you received prior chemotherapy for metastatic breast cancer?"", ""How many months have passed since completing adjuvant/neoadjuvant chemotherapy?"", ""Do you have at least one measurable disease according to RECIST 1.1?"", ""What is your performance status?"", ""Do you have adequate hematologic, hepatic, and renal function?"", ""What is your life expectancy?"", ""Do you have a serious medical history of heart, lung, liver, or kidney disease?"", ""Do you understand the study procedures and can sign informed consent?"", ""Do you have good compliance with the study requirements?""]"
NCT04608240,Surgical Pleth Index: Predicting the Optimal Timing for Tracheal Intubation During General Anesthesia,"

* American Society of Anesthesiology physical status (ASA) 1-2
* Patients aged 18-80 years undergoing non-emergency anesthesia

","[""What is your American Society of Anesthesiology physical status (ASA)?"", ""Do you have an ASA physical status of 1 or 2?"", ""How old are you?"", ""Are you between 18 and 80 years old?"", ""Is your surgery an emergency procedure?""]"
NCT05193292,Camrelizumab Combined With Trastuzumab and Chemotherapy in Patients With HER2-positive Advanced Colorectal Cancer,"

1. Subjects has voluntarily agreed to sign the informed consent and have good compliance and are willing to cooperate with follow-up.
2. Age 18 years or older, male or female.
3. Have a life expectancy of at least 3 months.
4. Histologically confirmed diagnosis of unresectable recurrent or metastatic HER2 positive colorectal cancer.
5. HER2 positivity defined as the colorectal cancer-specific HERACLES diagnostic criteria or NGS sequencing of tumor tissue/blood samples showed HER2 amplification.
6. Patients have not received systemic anti-cancer treatment in the past or had disease progression more than 6 months after receiving after (neo)adjuvant treatment could be enrolled or failure of first-line therapy or completion of (new) adjuvant therapy to disease recurrence less than 6 months.
7. At least one measurable or evaluable lesion, as defined by RECIST 1.1 criteria.
8. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
9. The functional level of the major organs must meet the following requirements:(1)Blood routine: neutrophils (ANC) ≥1.5×10\^9/L; platelet count (PLT)≥90×10\^9/L; hemoglobin (Hb) ≥90 g/L; (2)Blood biochemistry: TBIL≤1.5×ULN; ALT and AST≤2.5×ULN; Cr≤1.5×ULN and creatinine clearance≥50 mL/min (Cockcroft-Gault formula); for subjects with liver metastasis: TBIL≤3×ULN; ALT and AST≤5×ULN; (3)Patients was not receiving anticoagulation therapy (INR ≤ 1.5 or aPTT ≤ 1.5 × ULN). If the patient received prophylactic anticoagulation therapy and the INR ≤ 2 × ULN within 14 days before the start of the study and the aPTT/PPT is within the normal range could be enrolled; (4)Left ventricular ejection fraction (LVEF) ≥55% (within 28 days).
10. Female subjects of childbearing age or male subjects whose sexual partners are females of childbearing age must take effective contraceptive measures throughout the treatment period and 6 months after the treatment period.

","[""Have you voluntarily agreed to sign the informed consent and are willing to cooperate with follow-up?"", ""How old are you?"", ""What is your life expectancy?"", ""Have you been diagnosed with unresectable recurrent or metastatic HER2 positive colorectal cancer?"", ""How was your HER2 positivity defined?"", ""Have you received systemic anti-cancer treatment in the past 6 months?"", ""Do you have at least one measurable or evaluable lesion?"", ""What is your ECOG performance status?"", ""What is your neutrophil count (ANC)?"", ""What is your platelet count (PLT)?"", ""What is your hemoglobin (Hb)?"", ""What is your total bilirubin (TBIL)?"", ""What are your ALT and AST levels?"", ""What is your creatinine level?"", ""Are you receiving anticoagulation therapy?"", ""What is your left ventricular ejection fraction (LVEF)?"", ""Are you using effective contraceptive measures?""]"
NCT05406804,Olfactory Stimulation for Very Low Birth Weight Infants,"

* Gestational age at birth \<32 weeks;
* Birth weight \< 1500 g;
* Admission to hospital within 24 hours after birth;
* Mother can provide breast milk

","[""What was your gestational age at birth?"", ""How much did you weigh at birth? (in grams)"", ""Were you admitted to the hospital within 24 hours after birth?"", ""Can your mother provide breast milk?""]"
NCT06177301,Tislelizumab Plus GX Versus Tislelizumab Plus GP in the Treatment of R/M NPC,"

1. Histological or cytological examination confirmed recurrence or metastasis of nasopharyngeal carcinoma;
2. Patients who have not previously received systemic treatment for recurrent or metastatic diseases (For patients who have previously received induction chemotherapy, adjuvant chemotherapy or concurrent chemoradiotherapy, patients who relapsed at least 6 months after the cessation of chemotherapy can be enrolled).
3. Age: 18-75 years old, male or female;
4. Perfomance Status: 0\~1;
5. At least one measurable lesion (according to RECIST v1.1, long diameter of measurable lesion scanned by spiral CT should be ≥ 10 mm or short diameter of swollen lymph node should be ≥ 15 mm; according to RECIST vl.1 standards, a previously treated lesion with local treatment can be used as target lesions after clear progress);
6. Blood routine examination: 1) Hemoglobin (HB)≥ 90g / L; 2) Neutrophil count (ANC) ≥ 1.5 × 109 / L; 3) platelets (PLT) ≥ 80 × 109 / L;
7. Liver function: 1) Serum total bilirubin (BIL) ≤ 1.5 times the upper limit of normal (ULN); 2) alanine aminotransferase (ALT), aspartate aminotransferase (AST\])\< 2.5 × ULN; if liver metastasis, ALT and AST ≤ 5 × ULN; Renal function: Albumin ≥ 28g / L ；Serum creatinine (Cr) ≤ 1.5 × ULN，or creatinine clearance rate ≥ 60 ml / min ;
8. Coagulation function : APTT and international normalized ratio (INR)\< 1.5 × UNL;
9. Patients of childbearing age agree to take appropriate contraceptive measures. Serum pregnancy test was negative in women of childbearing age within 2 weeks before enrollment.
10. Patients agree to provide pathological tissue specimens (wax blocks or paraffin tissue sections 5-10 pieces) ;
11. Expected survival ≥ 3 months;
12. Patients volunteered to participate in this study and signed informed consent;

","[""Have you been diagnosed with nasopharyngeal carcinoma and confirmed by histological or cytological examination?"", ""Have you received systemic treatment for recurrent or metastatic diseases before?"", ""What is your age?"", ""What is your performance status (ECOG)?"", ""Do you have at least one measurable lesion according to RECIST v1.1?"", ""What is your hemoglobin (HB) level?"", ""What is your neutrophil count (ANC)?"", ""What is your platelet (PLT) count?"", ""What is your serum total bilirubin (BIL) level?"", ""What is your alanine aminotransferase (ALT) level?"", ""What is your aspartate aminotransferase (AST) level?"", ""What is your albumin level?"", ""What is your serum creatinine (Cr) level?"", ""What is your creatinine clearance rate?"", ""What is your APTT level?"", ""What is your international normalized ratio (INR)?"", ""Are you willing to provide pathological tissue specimens (wax blocks or paraffin tissue sections 5-10 pieces)?"", ""Do you expect to survive for at least 3 months?"", ""Have you volunteered to participate in this study and signed informed consent?""]"
NCT06344767,Positive ER Expression Assessed by 18F-FES PET/CT in the MBC With ER-negative Primary Tumor,"

* Patients diagnosed with breast cancer (according to International Classification of Diseases 10th Revision) with confirmed metastasis, regardless of being de novo diagnosed or progressed from a nonmetastatic stage.
* MBC patients who underwent 18F-FES PET/CT at the Fudan University Shanghai Cancer Center between 2012 and 2023
* Patients diagnosed with primary ER-negative tumor and who were yet to receive any systemic therapy during the advanced stage

","[""Have you been diagnosed with breast cancer?"", ""Do you have confirmed metastasis?"", ""In which year did you undergo 18F-FES PET/CT at the Fudan University Shanghai Cancer Center?"", ""Was your primary tumor diagnosed as ER-negative?"", ""Have you received any systemic therapy during the advanced stage?""]"
NCT05591144,Short-term Oral Steriods for Acute Tinnitus,"

1. 18-65 years old;
2. primary complaint of subjective tinnitus ≤ 3 months of duration;
3. a decline in auditory function by audiological assessments on the day of the test, of which a reduced distortion product otoacoustic emissions (DPOAE) amplitude in individuals with normal Pure tone audiometry (PTA) results;
4. a state of good general condition;
5. with good adherence to participation and signed informed consent.

","[""How old are you?"", ""Have you experienced tinnitus for less than or equal to 3 months?"", ""Have you noticed a decline in your auditory function recently?"", ""Do you have any underlying medical conditions that may affect your general health?"", ""Are you willing to participate in this study and have signed the informed consent form?""]"
NCT05982301,Sintilimab Combined With Modified FLOT Regimen in the Treatment of Metastatic Gastric Cancer,"

1. Aged ≥18 years and men or women
2. With histologically confirmed adenocarcinoma of the stomach or gastroesophageal junction, local lesions that cannot be radically resected, or metastatic gastric cancer
3. For treatment-naïve patients, or postoperative recurrence at least 6 months from the last adjuvant chemotherapy
4. With Eastern Cooperative Oncology Group (ECOG) PS of 0-1
5. With a life expectancy of more than 3 months
6. Who obtain the following laboratory test data within 7 days (including the seventh day) prior to the study screening: neutrophil count of ≥1.5 × 10\^9/L, platelet count of ≥100 × 10\^9/L, hemoglobin level of ≥90 g/L, serum total bilirubin of ≤1.25 the upper limit of normal (ULN); ALT and AST levels of ≤2.5 × ULN (≤5 × ULN for patients with liver metastasis); serum creatinine level of ≤1.0 × ULN and creatinine clearance of ≥50 ml/min; International Normalized ratio (INR) or prothrombin time (PT) ≤1.5 ULN; If the subject is receiving anticoagulant therapy, PT should be within the prescribed anticoagulant range.
7. With at least one extragastric measurable lesion (Response Evaluation Criteria in Solid Tumors \[RECIST\] 1.1 criteria)
8. Patients (or their legal representative/guardian) must sign an informed consent form indicating that they understand the purpose of the study, understand the procedures necessary for the study, and are willing to participate in the study.

","[""How old are you?"", ""Do you have a histologically confirmed adenocarcinoma of the stomach or gastroesophageal junction?"", ""Is your gastric cancer local and cannot be radically resected, or is it metastatic?"", ""How long has it been since your last adjuvant chemotherapy?"", ""What is your Eastern Cooperative Oncology Group (ECOG) Performance Status (PS)?"", ""Do you have a life expectancy of more than 3 months?"", ""What is your neutrophil count?"", ""What is your platelet count?"", ""What is your hemoglobin level?"", ""What is your serum total bilirubin level?"", ""What are your ALT and AST levels?"", ""What is your serum creatinine level?"", ""What is your creatinine clearance?"", ""What is your International Normalized Ratio (INR) or prothrombin time (PT)?"", ""Do you have at least one extragastric measurable lesion according to RECIST 1.1 criteria?"", ""Have you signed an informed consent form?""]"
NCT04850469,Study of MSC-Exo on the Therapy for Intensively Ill Children,"

* children hospitalized in PICU of Children's Hospital of Fudan University

","[""What hospital are you currently hospitalized in?"", ""Are you a child?"", ""What unit of the hospital are you hospitalized in?"", ""Is the unit you are hospitalized in a Pediatric Intensive Care Unit (PICU)?""]"
NCT04703712,Lens Extraction Combined With Goniosynechialysis Versus Trabeculectomy,"

1. Age between 40 years old to 80 years old
2. more than 180-degree synechial closure of anterior chamber angle on gonioscopy
3. IOP higher than 21mmHg under the use of more than two anti-glaucoma eye drops
4. mean deviation of visual field worse than -12dB on Humphrey 24-2
5. phakic eyes

","[""How old are you?"", ""Is your anterior chamber angle synechial closure more than 180 degrees on gonioscopy?"", ""How many anti-glaucoma eye drops are you currently using?"", ""What is your current IOP (in mmHg)?"", ""Is your mean deviation of visual field worse than -12dB on Humphrey 24-2?"", ""Do you have a phakic eye?""]"
