nct_id,study_title,inclusion_criteria,inclusion_criteria_questions
NCT05897268,Cryoablation Combined With Tislelizumab Plus Lenvatinib in 1L Treatment of Advanced HCC (CASTLE-10),"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Hepatocellular carcinoma confirmed by histology/cytology.
* No systematic anti-tumor treatment has been performed.(End of postoperative adjuvant chemotherapy for more than 6 months allowed).
* Barcelona Clinic Liver Cancer stage C. BCLC stage B, not suitable for radical surgery and/or local treatment.
* At least one measurable site of disease as defined by RECIST v1.1 with spiral CT scan or MRI.
* Child-Pugh: \<=7
* Performance status (PS) ≤ 2 (ECOG scale).
* Life expectancy of at least 12 weeks.
* Adequate blood count, liver-enzymes, and renal function: absolute neutrophil count ≥ 1,500/L, platelets ≥75 x103/L; Total bilirubin ≤ 3x upper normal limit; Aspartate Aminotransferase (SGOT), Alanine aminotransferase (SGPT) ≤ 5 x upper normal limit (ULN); International normalized ratio (INR) ≤1.25; Albumin ≥ 31 g/dL; Serum Creatinine ≤ 1.5 x institutional ULN or creatinine clearance (CrCl) ≥ 30 mL/min (if using the Cockcroft-Gault formula )
* Female patients with reproductive potential must have a negative urine or serum pregnancy test within 7 days prior to start of trial.
* Subject is willing and able to comply with the protocol for the duration of the study including undergoing treatment, adherence to contraceptive measures, scheduled visits and examinations including follow up.

","[""Have you provided written informed consent to participate in the study?"", ""How old are you at the time of entering this study?"", ""Has your hepatocellular carcinoma been confirmed by histology or cytology?"", ""Have you received any systematic anti-tumor treatment in the past?"", ""What stage is your Barcelona Clinic Liver Cancer (BCLC)?"", ""Are you suitable for radical surgery or local treatment according to BCLC stage B?"", ""Do you have at least one measurable site of disease according to RECIST v1.1 with spiral CT scan or MRI?"", ""What is your Child-Pugh score?"", ""What is your Performance Status (PS) according to the ECOG scale?"", ""Do you have a life expectancy of at least 12 weeks?"", ""Is your absolute neutrophil count at least 1,500/L?"", ""Are your platelets count at least 75 x 10^3/L?"", ""Is your total bilirubin level less than or equal to 3 times the upper normal limit?"", ""Are your SGOT and SGPT levels less than or equal to 5 times the upper normal limit?"", ""Is your International Normalized Ratio (INR) less than or equal to 1.25?"", ""Is your albumin level at least 31 g/dL?"", ""Is your serum creatinine level less than or equal to 1.5 times the institutional upper normal limit, or is your creatinine clearance at least 30 mL/min?"", ""If you are a female with reproductive potential, have you taken a negative urine or serum pregnancy test within 7 days prior to the start of the trial?"", ""Are you willing and able to comply with the protocol for the duration of the study, including undergoing treatment, adherence to contraceptive measures, scheduled visits, and examinations including follow-up?""]"
NCT05575804,GQ1001 Combined With Pyrotinib for Treatment With HER2 Positive Metastatic Breast Cancer,"

1. Ability to understand and the willingness to provide written informed consent.
2. Men or women aged 18-75.
3. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
4. Life expectancy greater than 3 months.
5. Left ventricular ejection fraction (LVEF) ≥50%.
6. Histopathological and/or cytological confirmed Her2-positive locally advanced or metastatic breast cancer (IHC3+, or IHC2+ and ISH+)
7. Failure for at least 1 line of standard systemic treatment for metastatic disease. Meet one of the following conditions:

1) Recurrent within 12 months after completing or during neoadjuvant/ adjuvant therapy (the regimens contain trastuzumab or its biosimilar with pertuzumab or not).

2) Received at least one treatment with trastuzumab or its biosimilar ±pertuzumab (monotherapy or in combination with other drugs) for recurrent or metastatic disease.

8. Previous exposure to taxanes. 9. Having at least one measurable lesion according to RECIST 1.1 . 10. Having sufficient bone marrow, liver and kidney functions: white blood cell count≥ 3×109/L; Absolute neutrophil count ≥ 1.5×109/L; Platelet count ≥ 100×109/L; Hemoglobin ≥ 9.0 g/dL with no blood transfusion in the past 28 days; Total bilirubin ≤ 1.5 x the upper limit of normal (ULN); AST and ALT ≤ 3.0 x ULN (or ≤ 5.0 x ULN in the presence of liver metastases); Serum creatinine ≤1.5 x ULN; Coagulation function (prothrombin time and activated partial thromboplastin time ≤1.5 x ULN); 11. Adequate wash-out periods: Major surgery ≥4 weeks; radiotherapy ≥4 weeks; targeted therapy or chemotherapy≥4 weeks; endocrine therapy≥2 weeks; targeted therapy and endocrine therapy≥2 weeks; mAbs and immunotherapy ≥4 weeks; Any investigational agents≥4 weeks; potent CYP3A4 inhibitor≥3\*t1/2 weeks.

12. Female subjects must meet the following conditions: infertility or fertility and use high-efficiency contraceptive measures during the study and for 6 months following the last dose of the study drug infusion.

","[""Are you able to understand and provide written informed consent?"", ""How old are you?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status?"", ""Do you have a life expectancy greater than 3 months?"", ""What is your left ventricular ejection fraction (LVEF)?"", ""Has your breast cancer been confirmed as Her2-positive through histopathological and/or cytological examination?"", ""Have you failed at least one line of standard systemic treatment for metastatic disease?"", ""Have you experienced a recurrence within 12 months after completing or during neoadjuvant/adjuvant therapy, or received at least one treatment with trastuzumab or its biosimilar \u00b1pertuzumab for recurrent or metastatic disease?"", ""Have you been previously exposed to taxanes?"", ""Do you have at least one measurable lesion according to RECIST 1.1?"", ""Please provide your white blood cell count (in 109/L)."", ""Please provide your absolute neutrophil count (in 109/L)."", ""Please provide your platelet count (in 109/L)."", ""Please provide your hemoglobin level (in g/dL)."", ""Has there been no blood transfusion in the past 28 days?"", ""Please provide your total bilirubin level in relation to the upper limit of normal (ULN)."", ""Please provide your AST and ALT levels in relation to the ULN."", ""Please provide your serum creatinine level in relation to the ULN."", ""Are your coagulation functions (prothrombin time and activated partial thromboplastin time) within the normal range?"", ""Have you had any major surgery, radiotherapy, targeted therapy, chemotherapy, endocrine therapy, or used any investigational agents or potent CYP3A4 inhibitors within the required wash-out periods?"", ""Are you a female subject? If yes, are you infertile or fertile and using high-efficiency contraceptive measures during the study and for 6 months following the last dose of the study drug infusion?""]"
NCT05948072,Cetuximab+mFOLFOX6 VS. mFOLFOX6 Alone in RAS/BRAF Wild Type Patients With High-Risk Resectable CRLM,"

1. Histological proof of colorectal adenocarcinoma;
2. Age ≥ 18 years and ≤75 years;
3. RAS wild type；
4. CRS≥3；
5. Simultaneous liver-limited metastases;
6. At least one measurable liver metastases;
7. World Health Organization (WHO) performance status 0-1;
8. Life expectancy ≥ 3 months;
9. Adequate hematologic function: absolute neutrophil count (ANC)≥1.5×109/l, platelets≥100×109/l, and hemoglobin(HB) ≥ 9g/dl;
10. Adequate liver and renal function: total bilirubin ≤2.0 mg/dl, serum transaminases ≤ 5x upper limit of normal(ULN), and serum creatinine ≤ 1.5x ULN and creatinine clearance ≥ 30 ml/min;
11. Written informed consent.

","[""Do you have histological proof of colorectal adenocarcinoma?"", ""How old are you?"", ""Is your RAS status wild type?"", ""What is your Colon Cancer Regression Score (CRS)?"", ""Do you have liver-limited metastases simultaneous with your primary cancer?"", ""Do you have at least one measurable liver metastasis?"", ""What is your World Health Organization (WHO) performance status?"", ""Do you have a life expectancy of at least 3 months?"", ""Is your absolute neutrophil count (ANC) 1.5x10^9/l or higher?"", ""Is your platelet count 100x10^9/l or higher?"", ""Is your hemoglobin (HB) level 9g/dl or higher?"", ""Is your total bilirubin level 2.0 mg/dl or lower?"", ""Are your serum transaminases 5 times the upper limit of normal (ULN) or lower?"", ""Is your serum creatinine level 1.5 times the upper limit of normal (ULN) or lower, and your creatinine clearance at least 30 ml/min?"", ""Have you provided written informed consent to participate in the study?""]"
NCT05161572,Perioperative Chemoimmunotherapy With/Without Preoperative Chemoradiation for Locally Advanced Gastric Cancer,"

1. Histopathologically confirmed gastric adenocarcinoma (G) or gastroesophageal junction adenocarcinoma (GEJ, excluding Siewert type I).
2. The clinical stage of the enrolled patients was cT3-4aN+M0 or cT4bNanyM0. Patients with a CY1 status but no other distant metastasis were allowed for patient recruitment. The clinical stage of CY1 patients is cT3-4aN+M1 (CY1 only) or cT4bNanyM1 (CY1 only) (the 8th AJCC staging system of GC).
3. The tumor was considered to be potentially resectable, which was verified by a multidisciplinary team including a surgical investigator.
4. At least one evaluable lesion on abdominal CT/MRI according to the RESIST 1.1 protocol is required.
5. An ECOG (Eastern Cooperative Oncology Group) performance status of 0-1.
6. The patient's physical state and organ function can tolerate the planned treatment of the study protocol, including perioperative chemotherapy with the SOX regimen and immunotherapy with PD-1 monoclonal antibody, preoperative concurrent chemoradiotherapy (45 Gy/25 fractions/S-1), and major abdominal surgery.
7. The baseline laboratory examinations of the patients met the following criteria:

   1. An adequate hematological function: an absolute neutrophil count (ANC) ≥ 1.5×109/L; a platelet count ≥ 100×109/L; a hemoglobin level ≥ 90 g/L.
   2. Adequate liver function: total bilirubin ≤ 1.5×upper limit of normal (ULN); AST/ALT \< 2.5×ULN; ALP ≤ 2.5×ULN; ALB ≥ 30 g/L.
   3. Adequate renal function: serum creatinine ≤ 1.5 × ULN; creatinine clearance rate ≥ 60 ml/min.
   4. Adequate coagulation function: INR/PT ≤ 1.5×ULN; APTT ≤ 1.5×ULN.
8. There was no serious concomitant disease, and the patient's life expectancy was more than 6 months.
9. Male or female. Age ≥ 18 years and ≤ 75 years.
10. Patients agreed to sign a written informed consent before recruitment.
11. Patients had good compliance with the study procedures, including laboratory examinations, auxiliary examinations and treatment.
12. The female patients should not be pregnant or breastfeeding.
13. The female patients agreed to take contraceptive measures during the treatment and within 120 days after the last dose of PD-1 mAb or 180 days after the last dose of chemotherapy or radiotherapy.

","[""Have you been diagnosed with histopathologically confirmed gastric adenocarcinoma (G) or gastroesophageal junction adenocarcinoma (GEJ, excluding Siewert type I)?"", ""What is your clinical stage according to the 8th AJCC staging system of GC?"", ""Is your tumor considered to be potentially resectable by a multidisciplinary team including a surgical investigator?"", ""Do you have at least one evaluable lesion on abdominal CT/MRI according to the RESIST 1.1 protocol?"", ""What is your ECOG (Eastern Cooperative Oncology Group) performance status?"", ""Can your physical state and organ function tolerate the planned treatment of the study protocol, including perioperative chemotherapy with the SOX regimen and immunotherapy with PD-1 monoclonal antibody, preoperative concurrent chemoradiotherapy, and major abdominal surgery?"", ""Does your baseline laboratory examination meet the following criteria: ANC \u2265 1.5\u00d710^9/L; platelet count \u2265 100\u00d710^9/L; hemoglobin level \u2265 90 g/L; total bilirubin \u2264 1.5\u00d7ULN; AST/ALT < 2.5\u00d7ULN; ALP \u2264 2.5\u00d7ULN; ALB \u2265 30 g/L; serum creatinine \u2264 1.5 \u00d7 ULN; creatinine clearance rate \u2265 60 ml/min; INR/PT \u2264 1.5\u00d7ULN; APTT \u2264 1.5\u00d7ULN?"", ""Do you have any serious concomitant disease, or does your life expectancy exceed 6 months?"", ""Are you male or female and between 18 and 75 years of age?"", ""Have you agreed to sign a written informed consent before recruitment?"", ""Do you have good compliance with the study procedures, including laboratory examinations, auxiliary examinations, and treatment?"", ""Are you a female patient who is not pregnant or breastfeeding?"", ""Have you agreed to take contraceptive measures during the treatment and within 120 days after the last dose of PD-1 mAb or 180 days after the last dose of chemotherapy or radiotherapy if you are a female patient?""]"
NCT04582968,Pyrotinib Combined With Brain Radiotherapy in Breast Cancer Patients With Brain Metastases,"

1. Pathologically confirmed HER2 positive advanced breast cancer
2. Age\>18 years. brain metastases confirmed by enhanced brain MRI
3. KPS≥70
4. Life expectancy of more than 12 weeks
5. Prior therapy of oral dexamethasone not exceeding 16mg/d
6. Time interval from prior therapy was more than 2 weeks, and evaluation of adverse events is no more than grade 1.
7. Maximum diameter of intracranial metastases is less than 3cm measured by enhanced brain MRI(2-3mm)
8. Prior endocrine therapy were allowed
9. Anti-Her2 targeted treatment were allowed
10. Screening laboratory values must meet the following criteria( and should be obtained within 28 days prior to registration):

    1. Absolute Neutrophil Count (ANC) ≥ 1.5 x 109/L, Platelets≥ 90 x 109/L, Hemoglobin ≥ 90 g/L
    2. Aspartate aminotransferase/alanine aminotransferase (AST/ALT) ≤2.5 x ULN without liver metastasis,≤ 5 x ULN with liver metastases
    3. Serum BUN and creatinine ≤ 1.5 x Upper Limit of Normal (ULN)
    4. LVEF ≥ 50%
    5. QTcF \< 480 ms
    6. INR≤1.5×ULN，APTT≤1.5×ULN
11. Signed the informed consent form prior to patient entry

","[""Have you been diagnosed with HER2 positive advanced breast cancer through a pathological examination?"", ""Are you over 18 years of age?"", ""Has your brain metastases been confirmed by an enhanced brain MRI?"", ""Is your Karnofsky Performance Status (KPS) score 70 or higher?"", ""Do you have a life expectancy of more than 12 weeks?"", ""Has your prior therapy of oral dexamethasone not exceeded 16mg/day?"", ""Is the time interval from your prior therapy more than 2 weeks, and have no more than grade 1 adverse events been recorded?"", ""Is the maximum diameter of your intracranial metastases less than 3cm, as measured by an enhanced brain MRI?"", ""Have you received prior endocrine therapy?"", ""Have you been treated with anti-HER2 targeted treatment?"", ""Please provide your absolute neutrophil count (ANC). Is it 1.5 x 10^9/L or higher?"", ""Please provide your platelet count. Is it 90 x 10^9/L or higher?"", ""Please provide your hemoglobin level. Is it 90g/L or higher?"", ""Is your aspartate aminotransferase/alanine aminotransferase (AST/ALT) level less than or equal to 2.5 times the upper limit of normal (ULN) without liver metastasis, or less than or equal to 5 times the ULN with liver metastases?"", ""Are your serum blood urea nitrogen (BUN) and creatinine levels less than or equal to 1.5 times the upper limit of normal (ULN)?"", ""Is your Left Ventricular Ejection Fraction (LVEF) 50% or higher?"", ""Is your corrected QT interval (QTcF) less than 480 milliseconds?"", ""Is your International Normalized Ratio (INR) less than or equal to 1.5 times the upper limit of normal (ULN), and your Activated Partial Thromboplastin Time (APTT) less than or equal to 1.5 times the upper limit of normal (ULN)?"", ""Have you signed the informed consent form prior to participating in the study?""]"
NCT04782804,Adjuvant PD-1 Antibody in Combination With Capecitabine for Patients With ICC at High-Risk of Postoperative Recurrence,"

* Post R0 resection, pathologically confirmed intrahepatic cholangiocarcinoma.Patients were also pathologically confirmed to have any of the following high-risk factors (ie, positive resection margins, positive lymph nodes, positive perineural invasion, and intrahepatic cholangiocarcinoma \> 5cm in diameter;
* No history of any chemotherapy, radiotherapy, immunotherapy and interventional treatment prior to surgical resection;
* ECoG score 0-1 points;
* Liver function before medication child a, blood routine: WBC \> 2.5 \* 109 / L, PLT \> 60 \* 109 / L, coagulopathy: Pt prolonged \< 2S, ALT \< 150u / L;
* No heart, lung, or kidney function abnormalities were observed;
* No history of major bleeding disorders of the digestive tract;
* Signed informed consent;

","[""Have you undergone R0 resection for intrahepatic cholangiocarcinoma, and was it pathologically confirmed?"", ""Do you have any of the following high-risk factors confirmed by pathology: positive resection margins, positive lymph nodes, positive perineural invasion, or intrahepatic cholangiocarcinoma larger than 5cm in diameter?"", ""Have you received any chemotherapy, radiotherapy, immunotherapy, or interventional treatment prior to surgical resection?"", ""What is your ECoG score? (Please enter a number between 0-1)"", ""Does your liver function meet the following criteria before medication: Child a grade, WBC count greater than 2.5 x 10^9/L, PLT count greater than 60 x 10^9/L, no coagulopathy with PT prolongation less than 2 seconds, and ALT less than 150u/L?"", ""Do you have any heart, lung, or kidney function abnormalities?"", ""Do you have a history of major bleeding disorders of the digestive tract?"", ""Have you signed the informed consent form for participation in this study?""]"
NCT05303844,Oncolytic Virotherapy Plus PD-1 Inhibitor for Patients With Refractory Malignant Ascites,"

* Written informed consent obtained.
* Age ≥ 18 years at time of study entry.
* Pathologically diagnosed solid tumor malignancy.
* Malignant peritoneal ascites confirmed by peritoneal brush cytology.
* Failures from chemotherapy against malignant ascites.
* Cooperative Oncology Group-Status (ECOG Status) 0 or 1

","[""Have you provided written informed consent to participate in this study?"", ""How old are you at the time you are joining this study? Please enter your age: ___."", ""Have you been diagnosed with a solid tumor malignancy, and can you provide the pathology report to confirm this?"", ""Has your malignant peritoneal ascites been confirmed by peritoneal brush cytology?"", ""Have you experienced failures from chemotherapy in treating your malignant ascites?"", ""What is your Eastern Cooperative Oncology Group-Status (ECOG Status)? Please specify if it is 0 or 1.""]"
NCT04517292,Eribulin Plus Cisplatin Versus Gemcitabine Plus Cisplatin in Triple Negative Breast Cancer (TNBC),"

1. Females with age between 18 and 70 years old
2. Histological proven unresectable recurrent or advanced breast cancer, including de novo stage IV disease.
3. Triple-negative for estrogen receptor (ER), progestogen receptor (PR), and human epithelial receptor-2 (HER2) by immunohistochemistry (ER \<1%, PR \<1% and Her2 negative). A negative Her2 gene amplification should be verified by FISH test for those patients with Her2 (2+). For those with Her2 (1+), FISH test might be considered by the investigator.
4. No prior chemotherapy for metastatic breast cancer is permitted. Prior administration of chemotherapy in the adjuvant/neoadjuvant setting is acceptable if completed 6 months before the enrollment.
5. At least one measurable disease according to the response evaluation criteria in solid tumor (RECIST 1.1)
6. Performance status no more than 1
7. All patients enrolled are required to have adequate hematologic, hepatic, and renal function
8. Life expectancy longer than 12 weeks
9. No serious medical history of heart, lung, liver and kidney
10. Be able to understand the study procedures and sign informed consent.
11. Patients with good compliance.

","[""Are you a female between the ages of 18 and 70?"", ""Has your breast cancer been histologically proven as unresectable, recurrent, or advanced, including de novo stage IV disease?"", ""Are you triple-negative for ER, PR, and HER2 according to immunohistochemistry (ER <1%, PR <1%, and HER2 negative)?"", ""If your Her2 is (2+), has a negative Her2 gene amplification been verified by FISH test?"", ""Have you received prior chemotherapy for metastatic breast cancer?"", ""How many months ago did you complete the last administration of chemotherapy in the adjuvant/neoadjuvant setting? (Please enter a number)"", ""Do you have at least one measurable disease according to RECIST 1.1 criteria?"", ""What is your performance status on a scale of 0 to 1?"", ""Do you have adequate hematologic, hepatic, and renal function as required for the study?"", ""Do you have a life expectancy longer than 12 weeks?"", ""Do you have a serious medical history of heart, lung, liver, or kidney diseases?"", ""Are you able to understand the study procedures and sign informed consent?"", ""Would you describe yourself as having good compliance with medical instructions?""]"
NCT04608240,Surgical Pleth Index: Predicting the Optimal Timing for Tracheal Intubation During General Anesthesia,"

* American Society of Anesthesiology physical status (ASA) 1-2
* Patients aged 18-80 years undergoing non-emergency anesthesia

","[""What is your American Society of Anesthesiology (ASA) physical status classification? Please choose from 1-2."", ""Are you currently in the age range of 18 to 80 years old?"", ""Are you undergoing non-emergency anesthesia?"", ""Please state your age.""]"
NCT05193292,Camrelizumab Combined With Trastuzumab and Chemotherapy in Patients With HER2-positive Advanced Colorectal Cancer,"

1. Subjects has voluntarily agreed to sign the informed consent and have good compliance and are willing to cooperate with follow-up.
2. Age 18 years or older, male or female.
3. Have a life expectancy of at least 3 months.
4. Histologically confirmed diagnosis of unresectable recurrent or metastatic HER2 positive colorectal cancer.
5. HER2 positivity defined as the colorectal cancer-specific HERACLES diagnostic criteria or NGS sequencing of tumor tissue/blood samples showed HER2 amplification.
6. Patients have not received systemic anti-cancer treatment in the past or had disease progression more than 6 months after receiving after (neo)adjuvant treatment could be enrolled or failure of first-line therapy or completion of (new) adjuvant therapy to disease recurrence less than 6 months.
7. At least one measurable or evaluable lesion, as defined by RECIST 1.1 criteria.
8. Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
9. The functional level of the major organs must meet the following requirements:(1)Blood routine: neutrophils (ANC) ≥1.5×10\^9/L; platelet count (PLT)≥90×10\^9/L; hemoglobin (Hb) ≥90 g/L; (2)Blood biochemistry: TBIL≤1.5×ULN; ALT and AST≤2.5×ULN; Cr≤1.5×ULN and creatinine clearance≥50 mL/min (Cockcroft-Gault formula); for subjects with liver metastasis: TBIL≤3×ULN; ALT and AST≤5×ULN; (3)Patients was not receiving anticoagulation therapy (INR ≤ 1.5 or aPTT ≤ 1.5 × ULN). If the patient received prophylactic anticoagulation therapy and the INR ≤ 2 × ULN within 14 days before the start of the study and the aPTT/PPT is within the normal range could be enrolled; (4)Left ventricular ejection fraction (LVEF) ≥55% (within 28 days).
10. Female subjects of childbearing age or male subjects whose sexual partners are females of childbearing age must take effective contraceptive measures throughout the treatment period and 6 months after the treatment period.

","[""Have you voluntarily agreed to sign the informed consent and are you willing to cooperate with follow-up?"", ""How old are you?"", ""Are you male or female?"", ""Do you have a life expectancy of at least 3 months?"", ""Has your colorectal cancer been histologically confirmed as HER2 positive?"", ""Does your colorectal cancer meet the HERACLES diagnostic criteria for HER2 positivity or show HER2 amplification via NGS sequencing of tumor tissue/blood samples?"", ""Have you not received systemic anti-cancer treatment in the past, or has your disease progressed more than 6 months after (neo)adjuvant treatment, or have you failed first-line therapy or completed (new) adjuvant therapy with disease recurrence less than 6 months?"", ""Do you have at least one measurable or evaluable lesion, according to RECIST 1.1 criteria?"", ""What is your Eastern Cooperative Oncology Group (ECOG) performance status score?"", ""Does your blood routine meet the following requirements: ANC \u22651.5\u00d710^9/L, PLT \u226590\u00d710^9/L, Hb \u226590 g/L?"", ""Does your blood biochemistry meet the following requirements: TBIL\u22641.5\u00d7ULN, ALT and AST\u22642.5\u00d7ULN, Cr\u22641.5\u00d7ULN, creatinine clearance\u226550 mL/min?"", ""Are you currently receiving anticoagulation therapy, or does your INR and aPTT meet the study's requirements?"", ""Is your left ventricular ejection fraction (LVEF) \u226555% (within 28 days)?"", ""Are you a female of childbearing age or a male with a female partner of childbearing age, and are you willing to take effective contraceptive measures throughout the treatment period and for 6 months after?""]"
NCT05406804,Olfactory Stimulation for Very Low Birth Weight Infants,"

* Gestational age at birth \<32 weeks;
* Birth weight \< 1500 g;
* Admission to hospital within 24 hours after birth;
* Mother can provide breast milk

","[""What was the gestational age at the time of your birth? Please specify in weeks."", ""Was your birth weight less than 1500 grams?"", ""How long after your birth were you admitted to the hospital?"", ""Is your mother able to provide breast milk?""]"
NCT06177301,Tislelizumab Plus GX Versus Tislelizumab Plus GP in the Treatment of R/M NPC,"

1. Histological or cytological examination confirmed recurrence or metastasis of nasopharyngeal carcinoma;
2. Patients who have not previously received systemic treatment for recurrent or metastatic diseases (For patients who have previously received induction chemotherapy, adjuvant chemotherapy or concurrent chemoradiotherapy, patients who relapsed at least 6 months after the cessation of chemotherapy can be enrolled).
3. Age: 18-75 years old, male or female;
4. Perfomance Status: 0\~1;
5. At least one measurable lesion (according to RECIST v1.1, long diameter of measurable lesion scanned by spiral CT should be ≥ 10 mm or short diameter of swollen lymph node should be ≥ 15 mm; according to RECIST vl.1 standards, a previously treated lesion with local treatment can be used as target lesions after clear progress);
6. Blood routine examination: 1) Hemoglobin (HB)≥ 90g / L; 2) Neutrophil count (ANC) ≥ 1.5 × 109 / L; 3) platelets (PLT) ≥ 80 × 109 / L;
7. Liver function: 1) Serum total bilirubin (BIL) ≤ 1.5 times the upper limit of normal (ULN); 2) alanine aminotransferase (ALT), aspartate aminotransferase (AST\])\< 2.5 × ULN; if liver metastasis, ALT and AST ≤ 5 × ULN; Renal function: Albumin ≥ 28g / L ；Serum creatinine (Cr) ≤ 1.5 × ULN，or creatinine clearance rate ≥ 60 ml / min ;
8. Coagulation function : APTT and international normalized ratio (INR)\< 1.5 × UNL;
9. Patients of childbearing age agree to take appropriate contraceptive measures. Serum pregnancy test was negative in women of childbearing age within 2 weeks before enrollment.
10. Patients agree to provide pathological tissue specimens (wax blocks or paraffin tissue sections 5-10 pieces) ;
11. Expected survival ≥ 3 months;
12. Patients volunteered to participate in this study and signed informed consent;

","[""Has your nasopharyngeal carcinoma recurrence or metastasis been confirmed by histological or cytological examination?"", ""Have you received any systemic treatment for your recurrent or metastatic diseases before? If you had induction chemotherapy, adjuvant chemotherapy, or concurrent chemoradiotherapy, was your relapse at least 6 months after the cessation of chemotherapy?"", ""How old are you?"", ""What is your current Performance Status (0-1)?"", ""Do you have at least one measurable lesion? According to RECIST v1.1, is the long diameter of a measurable lesion scanned by spiral CT \u2265 10 mm or the short diameter of a swollen lymph node \u2265 15 mm?"", ""Please provide your hemoglobin (HB) level: ______ g/L"", ""Please provide your absolute neutrophil count (ANC): ______ \u00d7 10^9/L"", ""Please provide your platelet (PLT) count: ______ \u00d7 10^9/L"", ""Is your serum total bilirubin (BIL) level \u2264 1.5 times the upper limit of normal (ULN)?"", ""Is your alanine aminotransferase (ALT) and aspartate aminotransferase (AST) level < 2.5 \u00d7 ULN? If you have liver metastasis, are ALT and AST \u2264 5 \u00d7 ULN?"", ""Is your albumin level \u2265 28g/L and serum creatinine (Cr) \u2264 1.5 \u00d7 ULN, or does your creatinine clearance rate \u2265 60 ml/min?"", ""Is your activated partial thromboplastin time (APTT) and international normalized ratio (INR) < 1.5 \u00d7 UNL?"", ""Are you of childbearing age and willing to take appropriate contraceptive measures?"", ""For women of childbearing age, was your serum pregnancy test negative within 2 weeks before enrollment?"", ""Are you willing to provide pathological tissue specimens (wax blocks or paraffin tissue sections 5-10 pieces)?"", ""Do you expect to survive for at least 3 months?"", ""Do you voluntarily agree to participate in this study and have you signed the informed consent?""]"
